,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
TenZ SEN,,3 Round 1 S1Mon CHICHOO Round 5 nobody Smoggy Round 15 nobody CHICHOO,,,,,,,,,43,1,0
Sacy SEN,,2 Round 4 CHICHOO ZmjjKK Round 16 S1Mon ZmjjKK,2 Round 6 CHICHOO Smoggy S1Mon Round 21 Smoggy Smoggy CHICHOO,,,,,,,,63,3,1
Zellsis SEN,,2 Round 9 nobody CHICHOO Round 17 ZmjjKK nobody,1 Round 13 nobody Smoggy S1Mon,1 Round 20 S1Mon CHICHOO Smoggy nobody,,,,,,,61,0,0
johnqt SEN,,4 Round 4 nobody Smoggy Round 7 ZmjjKK nobody Round 10 ZmjjKK S1Mon Round 19 nobody S1Mon,,,,1 Round 4 Smoggy,,,,,51,3,2
zekken SEN,,3 Round 2 Smoggy nobody Round 6 ZmjjKK nobody Round 10 nobody CHICHOO,1 Round 1 nobody ZmjjKK Smoggy,,,,,,,,56,0,1
nobody EDG,,2 Round 13 zekken TenZ Round 22 Zellsis TenZ,,1 Round 15 zekken Zellsis johnqt Sacy,,1 Round 20 Zellsis,,,,,43,3,2
ZmjjKK EDG,,1 Round 22 johnqt Sacy,1 Round 12 zekken TenZ Sacy,,,,,,,,49,0,1
Smoggy EDG,,1 Round 8 zekken Sacy,3 Round 7 TenZ johnqt zekken Round 9 zekken TenZ Zellsis Round 21 zekken johnqt Zellsis,,,,,,,,54,0,0
S1Mon EDG,,2 Round 3 zekken TenZ Round 9 johnqt Sacy,1 Round 14 Sacy TenZ johnqt,,,2 Round 7 Sacy Round 9 Sacy,,,,,54,6,1
CHICHOO EDG,,3 Round 4 zekken Zellsis Round 8 TenZ johnqt Round 16 johnqt TenZ,1 Round 20 zekken TenZ Sacy,,,,1 Round 13 johnqt Zellsis,,,,52,1,0
