,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
TenZ SEN,,3 Round 6 S1Mon nobody Round 7 ZmjjKK CHICHOO Round 9 Smoggy CHICHOO,4 Round 5 nobody Smoggy CHICHOO Round 8 CHICHOO ZmjjKK Smoggy Round 12 Smoggy nobody S1Mon Round 18 CHICHOO nobody Smoggy,,,,1 Round 18 Smoggy nobody,,,,78,0,1
Sacy SEN,,3 Round 13 ZmjjKK Smoggy Round 17 S1Mon Smoggy Round 22 Smoggy CHICHOO,,,,1 Round 6 CHICHOO,,,,,49,2,3
Zellsis SEN,,1 Round 3 ZmjjKK nobody,,,,,,,,,29,6,0
johnqt SEN,,1 Round 3 Smoggy S1Mon,2 Round 2 S1Mon ZmjjKK CHICHOO Round 17 ZmjjKK nobody CHICHOO,,,,,,,,55,1,0
zekken SEN,,5 Round 8 S1Mon nobody Round 9 ZmjjKK S1Mon Round 13 CHICHOO S1Mon Round 19 CHICHOO ZmjjKK Round 22 ZmjjKK S1Mon,2 Round 4 nobody Smoggy S1Mon Round 14 nobody ZmjjKK Smoggy,,,,,,,,68,1,1
nobody EDG,,2 Round 15 TenZ Zellsis Round 20 Sacy Zellsis,1 Round 13 TenZ Sacy zekken,,,1 Round 13 zekken,,,,,43,2,0
ZmjjKK EDG,,5 Round 2 Sacy zekken Round 8 zekken Zellsis Round 11 TenZ Sacy Round 12 Zellsis TenZ Round 13 Zellsis johnqt,1 Round 20 TenZ zekken johnqt,1 Round 21 Zellsis zekken Sacy TenZ,,,,,,,65,0,0
Smoggy EDG,,,,1 Round 19 TenZ johnqt Sacy Zellsis,,,,,,,45,3,0
S1Mon EDG,,3 Round 1 Sacy Zellsis Round 6 zekken johnqt Round 18 zekken Zellsis,,1 Round 16 zekken Sacy TenZ johnqt,,,,,,,62,5,2
CHICHOO EDG,,2 Round 1 TenZ johnqt Round 10 johnqt Sacy,,,,,,,,,43,0,0
