,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
TenZ SEN,,4 Round 2 CHICHOO Smoggy Round 13 CHICHOO nobody Round 16 nobody Smoggy Round 19 ZmjjKK S1Mon,1 Round 6 ZmjjKK Smoggy S1Mon,1 Round 17 ZmjjKK Smoggy CHICHOO nobody,,,,,,,75,1,0
Sacy SEN,,1 Round 18 S1Mon Smoggy,,,,,,,,,32,1,0
Zellsis SEN,,2 Round 1 CHICHOO S1Mon Round 9 Smoggy S1Mon,,,,,,,,,49,3,1
johnqt SEN,,2 Round 4 nobody Smoggy Round 14 nobody Smoggy,,,,,,,,,42,0,0
zekken SEN,,1 Round 9 CHICHOO nobody,4 Round 3 ZmjjKK S1Mon Smoggy Round 15 ZmjjKK nobody Smoggy Round 16 S1Mon CHICHOO ZmjjKK Round 18 CHICHOO nobody ZmjjKK,,,,,,,,59,0,0
nobody EDG,,4 Round 1 johnqt Zellsis Round 2 TenZ Sacy Round 3 johnqt zekken Round 5 Sacy johnqt,2 Round 13 johnqt zekken Zellsis Round 19 Zellsis johnqt Sacy,,,2 Round 1 Zellsis Round 3 zekken,,,,,53,1,0
ZmjjKK EDG,,4 Round 5 TenZ Zellsis Round 6 zekken Sacy Round 9 TenZ Zellsis Round 10 TenZ johnqt,,,,,,,,,62,1,0
Smoggy EDG,,3 Round 7 Sacy Zellsis Round 8 johnqt TenZ Round 10 Sacy Zellsis,,,,,,,,,40,0,0
S1Mon EDG,,1 Round 3 Sacy Zellsis,,,,,,,,,27,9,0
CHICHOO EDG,,4 Round 6 johnqt TenZ Round 8 Sacy Zellsis Round 12 zekken Zellsis Round 15 TenZ zekken,3 Round 1 zekken Sacy TenZ Round 11 Zellsis johnqt Sacy Round 14 Zellsis Sacy zekken,,,1 Round 6 TenZ,,,,,87,0,1
