Map,Round Number,Score,Winning Team,Winning Side,Win Method
3Fracture,1,"""0-1""",MKOI,Attackers,Elimination
3Fracture,2,"""0-2""",MKOI,Attackers,Elimination
3Fracture,3,"""0-3""",MKOI,Attackers,Elimination
3Fracture,4,"""1-3""",M8,Defenders,Defuse
3Fracture,5,"""2-3""",M8,Defenders,Defuse
3Fracture,6,"""3-3""",M8,Defenders,Defuse
3Fracture,7,"""3-4""",MKOI,Attackers,Elimination
3Fracture,8,"""4-4""",M8,Defenders,Elimination
3Fracture,9,"""5-4""",M8,Defenders,Elimination
3Fracture,10,"""6-4""",M8,Defenders,Elimination
3Fracture,11,"""7-4""",M8,Defenders,Elimination
3Fracture,12,"""8-4""",M8,Defenders,Elimination
3Fracture,13,"""8-5""",M8,Defenders,Defuse
3Fracture,14,"""8-6""",M8,Defenders,Elimination
3Fracture,15,"""8-7""",M8,Defenders,Defuse
3Fracture,16,"""8-8""",M8,Defenders,Elimination
3Fracture,17,"""8-9""",M8,Defenders,Elimination
3Fracture,18,"""8-10""",M8,Defenders,Defuse
3Fracture,19,"""8-11""",M8,Defenders,Elimination
3Fracture,20,"""8-12""",M8,Defenders,Elimination
3Fracture,21,"""9-12""",MKOI,Attackers,Elimination
3Fracture,22,"""9-13""",M8,Defenders,Defuse
3Fracture,23,"""""",,,
3Fracture,24,"""""",,,
