,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,4 Round 2 mada Ethan Round 11 mada s0m Round 13 skuba s0m Round 17 skuba s0m,,,,1 Round 10 mada,,,,,47,1,0
MaKo DRX,,2 Round 11 skuba Ethan Round 16 brawk s0m,,,,,,,,,31,3,0
BeYN DRX,,2 Round 3 brawk skuba Round 15 brawk Ethan,1 Round 1 s0m brawk skuba,,,1 Round 1 skuba,,,,,42,6,0
HYUNMIN DRX,,4 Round 3 s0m mada Round 4 mada skuba Round 10 Ethan brawk Round 13 Ethan brawk,1 Round 14 s0m Ethan brawk,,,,,,,,54,0,1
Flashback DRX,,6 Round 2 s0m skuba Round 9 mada skuba Round 10 s0m skuba Round 15 mada skuba Round 16 mada Ethan Round 17 Ethan mada,,,,,1 Round 9 mada skuba,,,,64,0,0
brawk NRG,,,,,,,,,,,48,0,1
s0m NRG,,1 Round 9 HYUNMIN MaKo,1 Round 16 Flashback BeYN HYUNMIN,,,,,,,,34,0,0
mada NRG,,1 Round 10 BeYN HYUNMIN,2 Round 5 BeYN free1ng HYUNMIN Round 12 BeYN free1ng MaKo,1 Round 7 free1ng MaKo HYUNMIN BeYN,,,,,,,64,0,0
skuba NRG,,3 Round 9 BeYN free1ng Round 11 Flashback HYUNMIN Round 15 HYUNMIN BeYN,2 Round 1 free1ng Flashback MaKo Round 6 HYUNMIN BeYN MaKo,,,,,,,,52,0,1
Ethan NRG,,1 Round 10 MaKo Flashback,,,,,,,,,33,1,0
