,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,2 Round 5 s0m Ethan Round 11 skuba brawk,,,,1 Round 8 brawk,,,,,54,0,1
MaKo DRX,,,1 Round 14 mada Ethan skuba,,,,,,,,37,2,0
BeYN DRX,,3 Round 6 Ethan mada Round 18 s0m skuba Round 21 Ethan s0m,1 Round 8 skuba Ethan s0m,,,,,,,,51,4,0
HYUNMIN DRX,,4 Round 5 skuba brawk Round 10 mada s0m Round 12 s0m skuba Round 19 skuba s0m,,,,,,,,,46,2,0
Flashback DRX,,8 Round 2 s0m skuba Round 3 Ethan skuba Round 4 Ethan skuba Round 11 Ethan s0m Round 18 Ethan brawk Round 19 Ethan mada Round 20 mada brawk Round 23 mada Ethan,2 Round 1 brawk s0m skuba Round 16 mada Ethan brawk,,,,,,,,62,0,0
brawk NRG,,2 Round 8 Flashback BeYN Round 18 free1ng BeYN,,,,,,,,,53,2,1
s0m NRG,,2 Round 14 BeYN Flashback Round 15 MaKo BeYN,3 Round 6 BeYN MaKo free1ng Round 10 MaKo Flashback free1ng Round 24 free1ng BeYN MaKo,,,,,,,,49,2,0
mada NRG,,4 Round 9 HYUNMIN Flashback Round 12 BeYN HYUNMIN Round 15 HYUNMIN Flashback Round 21 HYUNMIN MaKo,1 Round 17 Flashback MaKo BeYN,,1 Round 7 Flashback free1ng HYUNMIN BeYN MaKo,,,,,,55,1,0
skuba NRG,,6 Round 9 free1ng BeYN Round 12 Flashback MaKo Round 13 free1ng BeYN Round 21 BeYN Flashback Round 22 free1ng BeYN Round 23 BeYN Flashback,,,,,,,,,54,1,0
Ethan NRG,,1 Round 2 free1ng Flashback Ethan,,1 Round 20 Flashback free1ng HYUNMIN MaKo,,,,,,,28,3,0
