,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,1 Round 7 Ethan mada,,,,,,,,,32,1,1
MaKo DRX,,1 Round 17 brawk mada,,,,2 Round 10 brawk Round 17 mada,,,,,30,1,1
BeYN DRX,,2 Round 6 s0m skuba Round 17 Ethan skuba,1 Round 4 mada brawk Ethan,2 Round 1 Ethan brawk mada skuba Round 5 brawk s0m Ethan skuba,,,1 Round 1 skuba mada,,1 Round 5 Ethan brawk skuba s0m,,69,6,0
HYUNMIN DRX,,3 Round 2 skuba s0m Round 3 mada skuba Round 8 s0m mada,1 Round 10 mada Ethan skuba,,,,,,,,49,3,0
Flashback DRX,,5 Round 2 mada Ethan Round 3 brawk Ethan Round 9 Ethan skuba Round 18 Ethan mada Round 20 s0m mada,2 Round 19 mada Ethan s0m Round 23 Ethan s0m mada,,,,,,,,65,1,0
brawk NRG,,6 Round 5 HYUNMIN MaKo Round 7 MaKo HYUNMIN Round 8 HYUNMIN free1ng Round 16 free1ng HYUNMIN Round 20 MaKo BeYN Round 21 MaKo free1ng,3 Round 9 Flashback free1ng MaKo Round 12 HYUNMIN BeYN free1ng Round 14 BeYN HYUNMIN Flashback,,,,,,,,80,0,2
s0m NRG,,3 Round 13 HYUNMIN BeYN Round 15 BeYN free1ng Round 24 Flashback BeYN,,,,,,,,,41,0,0
mada NRG,,4 Round 1 HYUNMIN Flashback Round 11 Flashback BeYN Round 23 BeYN free1ng Round 24 free1ng HYUNMIN,1 Round 17 free1ng Flashback BeYN,,,,,,,,50,0,0
skuba NRG,,1 Round 22 HYUNMIN MaKo,,,,,,,,,32,2,0
Ethan NRG,,2 Round 11 HYUNMIN free1ng Round 16 MaKo BeYN,,,,,,,,,42,7,2
