,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Sayf VIT,,2 Round 11 Boo Wo0t Round 18 Wo0t RieNs,,,,,,,,,45,0,1
Derke VIT,,1 Round 2 MiniBoo RieNs,2 Round 8 RieNs MiniBoo benjyfishy Round 12 RieNs Boo Wo0t,,,,,,,,47,2,3
Less VIT,,3 Round 1 benjyfishy Boo Round 5 MiniBoo benjyfishy Round 13 MiniBoo benjyfishy,,1 Round 9 Wo0t Boo benjyfishy RieNs Less,,,,,,,75,0,0
Kicks VIT,,1 Round 15 MiniBoo Boo,,,,,,,,,28,2,0
CyvOph VIT,,2 Round 6 Wo0t MiniBoo Round 14 Wo0t RieNs,1 Round 2 Boo benjyfishy Wo0t,,,,,,,,58,0,1
Boo TH,,,,,,,,,,,34,1,2
RieNs TH,,1 Round 19 CyvOph Kicks,1 Round 14 Derke Kicks Sayf,,,1 Round 9 Less,,,,,47,2,1
MiniBoo TH,,3 Round 5 Derke Kicks Round 7 Kicks Derke Round 19 Derke Sayf,3 Round 3 Kicks Less CyvOph Round 16 CyvOph Sayf Kicks Round 18 Derke Less Sayf,,,1 Round 3 CyvOph,,,,,80,2,0
Wo0t TH,,4 Round 1 Kicks Less Round 6 Derke Sayf Round 11 Kicks CyvOph Round 12 Sayf Kicks,2 Round 9 Sayf CyvOph Kicks Round 13 Kicks Sayf Less,,,,,,,,68,6,0
benjyfishy TH,,3 Round 6 Less CyvOph Round 10 Kicks CyvOph Round 17 Derke CyvOph,,,,,,,,,41,1,0
