Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Split,1,"""1-0""",FNC,Defenders,Defuse
2Split,2,"""2-0""",FNC,Defenders,Elimination
2Split,3,"""3-0""",FNC,Defenders,Elimination
2Split,4,"""4-0""",FNC,Defenders,Elimination
2Split,5,"""5-0""",FNC,Defenders,Elimination
2Split,6,"""5-1""",FUT,Attackers,Elimination
2Split,7,"""6-1""",FNC,Defenders,Elimination
2Split,8,"""6-2""",FUT,Attackers,Elimination
2Split,9,"""7-2""",FNC,Defenders,Elimination
2Split,10,"""7-3""",FUT,Attackers,Elimination
2Split,11,"""7-4""",FUT,Attackers,Elimination
2Split,12,"""8-4""",FNC,Defenders,Defuse
2Split,13,"""8-5""",FNC,Defenders,Elimination
2Split,14,"""8-6""",FNC,Defenders,Defuse
2Split,15,"""9-6""",FUT,Attackers,Elimination
2Split,16,"""9-7""",FNC,Defenders,Elimination
2Split,17,"""10-7""",FUT,Attackers,Elimination
2Split,18,"""10-8""",FNC,Defenders,Elimination
2Split,19,"""11-8""",FUT,Attackers,Spike Detonation
2Split,20,"""12-8""",FUT,Attackers,Elimination
2Split,21,"""13-8""",FUT,Attackers,Elimination
2Split,22,"""""",,,
2Split,23,"""""",,,
2Split,24,"""""",,,
