,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crashies FNC,,2 Round 12 Boo Wo0t Round 14 MiniBoo Wo0t,4 Round 1 Boo MiniBoo RieNs crashies Round 7 Wo0t RieNs benjyfishy Round 9 Boo benjyfishy RieNs Round 19 Wo0t benjyfishy Boo,,,,1 Round 14 RieNs Wo0t,,,,54,4,0
Boaster FNC,,1 Round 1 benjyfishy Wo0t,,,,,,,,,26,1,1
Chronicle FNC,,2 Round 8 benjyfishy RieNs Round 23 benjyfishy Boo,1 Round 5 Boo benjyfishy MiniBoo,,,,,,,,50,0,0
kaajak FNC,,5 Round 7 MiniBoo Boo Round 9 MiniBoo Wo0t Round 16 MiniBoo RieNs Round 18 MiniBoo benjyfishy Round 19 MiniBoo RieNs,1 Round 15 MiniBoo Wo0t RieNs,,,,,,,,81,0,1
Alfajer FNC,,1 Round 11 MiniBoo Boo,1 Round 10 Boo Wo0t RieNs,1 Round 6 Wo0t RieNs Boo benjyfishy,,1 Round 5 RieNs,,,,,48,1,1
Boo TH,,2 Round 13 kaajak crashies Round 17 Alfajer Chronicle,2 Round 20 crashies Boaster Alfajer Round 23 Alfajer kaajak crashies,,,,,,,,56,2,0
RieNs TH,,4 Round 2 MiniBoo kaajak Round 5 crashies Chronicle Round 8 Alfajer kaajak Round 18 Alfajer Boaster,2 Round 1 Chronicle Alfajer Boaster Round 14 Boaster kaajak crashies,,,1 Round 1 crashies,,1 Round 8 kaajak Alfajer Chronicle,,,58,4,1
MiniBoo TH,,2 Round 17 kaajak crashies Round 20 kaajak Chronicle,,1 Round 22 crashies Chronicle Alfajer Boaster,,,,,,,64,0,1
Wo0t TH,,,,1 Round 16 Boaster Chronicle kaajak crashies,,,,,,,44,2,0
benjyfishy TH,,1 Round 4 Alfajer Boaster,,,,,,,,,31,0,1
