,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,2 Round 3 jawgemo trent Round 4 trent valyn,,,,,,,,,45,0,1
johnqt SEN,,1 Round 7 JonahP leaf,,,,,,,,,34,3,1
bang SEN,,5 Round 4 leaf JonahP Round 7 jawgemo trent Round 10 jawgemo valyn Round 18 leaf trent Round 19 valyn JonahP,1 Round 12 JonahP valyn trent,,,,,,,,62,1,0
zekken SEN,,3 Round 5 leaf jawgemo Round 15 jawgemo leaf Round 20 jawgemo trent,1 Round 22 trent JonahP jawgemo,,,,,,,,64,0,0
N4RRATE SEN,,2 Round 5 trent valyn Round 19 jawgemo leaf,1 Round 11 JonahP valyn trent,,,,,,,,71,1,1
valyn G2,,3 Round 16 bang zekken Round 20 johnqt Zellsis Round 23 zekken bang,1 Round 13 zekken bang Zellsis,,,,,,,,42,2,0
jawgemo G2,,3 Round 6 N4RRATE bang Round 12 zekken johnqt Round 14 zekken Zellsis,2 Round 8 johnqt N4RRATE bang Round 21 johnqt zekken bang,,,,,,,,51,1,0
JonahP G2,,1 Round 10 johnqt bang,1 Round 17 zekken N4RRATE Zellsis,,,,,,,,39,4,0
leaf G2,,3 Round 1 bang Zellsis Round 7 Zellsis bang Round 16 Zellsis johnqt,2 Round 6 zekken Zellsis johnqt Round 12 bang N4RRATE Zellsis,,,,,,,,59,0,1
trent G2,,5 Round 9 zekken Zellsis Round 13 N4RRATE johnqt Round 15 zekken Zellsis Round 19 bang Zellsis Round 21 Zellsis N4RRATE,2 Round 2 zekken bang Zellsis Round 23 Zellsis johnqt N4RRATE,,,2 Round 19 N4RRATE Round 23 N4RRATE,,,,,77,1,1
