,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,1 Round 3 JonahP valyn,1 Round 6 trent JonahP leaf,,,,,,,,47,0,0
johnqt SEN,,2 Round 11 leaf trent Round 21 trent leaf,1 Round 4 leaf valyn jawgemo,,,,,,,,46,4,1
bang SEN,,4 Round 2 jawgemo JonahP Round 10 jawgemo leaf Round 11 valyn JonahP Round 14 leaf valyn,2 Round 8 jawgemo valyn trent Round 16 leaf valyn JonahP,,,,,,,,51,1,0
zekken SEN,,4 Round 3 jawgemo trent Round 8 leaf JonahP Round 10 trent JonahP Round 13 leaf valyn,1 Round 15 trent leaf JonahP,,1 Round 5 trent JonahP valyn leaf jawgemo,,,1 Round 5 jawgemo valyn leaf,,,71,1,0
N4RRATE SEN,,,1 Round 20 JonahP leaf valyn,1 Round 7 JonahP jawgemo trent valyn,,,,1 Round 7 jawgemo trent valyn,,,54,2,0
valyn G2,,4 Round 5 Zellsis bang Round 9 bang johnqt Round 12 zekken Zellsis Round 19 bang Zellsis,1 Round 14 Zellsis N4RRATE johnqt,1 Round 21 Zellsis N4RRATE zekken johnqt,,,,,,,59,0,0
jawgemo G2,,1 Round 22 zekken N4RRATE,,,,,,,,,37,0,0
JonahP G2,,1 Round 10 Zellsis zekken,1 Round 4 N4RRATE bang johnqt,,,,,,,,38,4,0
leaf G2,,,2 Round 1 Zellsis bang zekken Round 17 N4RRATE johnqt zekken,,,,,,,,48,1,0
trent G2,,8 Round 2 bang N4RRATE Round 7 Zellsis johnqt Round 11 zekken N4RRATE Round 12 bang johnqt Round 13 Zellsis zekken Round 14 zekken bang Round 17 bang Zellsis Round 18 zekken Zellsis,,,,2 Round 12 johnqt Round 13 zekken,1 Round 16 bang Zellsis,,,,75,3,1
