,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,2 Round 5 jawgemo valyn Round 9 valyn leaf,,,,,,,,,42,0,0
johnqt SEN,,3 Round 4 jawgemo trent Round 11 JonahP leaf Round 13 trent JonahP,,,,,,,,,45,2,0
bang SEN,,1 Round 6 jawgemo trent,1 Round 14 JonahP jawgemo trent,,,,,,,,41,1,0
zekken SEN,,,2 Round 8 valyn trent leaf Round 11 valyn jawgemo trent,1 Round 1 leaf jawgemo trent JonahP,,,,,,,52,1,0
N4RRATE SEN,,1 Round 10 trent valyn,1 Round 6 valyn leaf JonahP,,,,,,,,44,1,0
valyn G2,,5 Round 4 johnqt N4RRATE Round 15 johnqt Zellsis Round 16 johnqt Zellsis Round 19 Zellsis bang Round 20 bang N4RRATE,1 Round 17 N4RRATE bang zekken,,,,,,,,72,1,0
jawgemo G2,,1 Round 12 Zellsis bang,2 Round 18 zekken bang Zellsis Round 21 zekken Zellsis johnqt,,,,,,,,42,0,0
JonahP G2,,,,,,,,,,,30,5,1
leaf G2,,5 Round 4 bang Zellsis Round 5 zekken johnqt Round 12 johnqt zekken Round 15 N4RRATE zekken Round 19 johnqt N4RRATE,,,,,,,,,60,0,0
trent G2,,2 Round 2 bang Zellsis Round 22 Zellsis N4RRATE,1 Round 9 N4RRATE Zellsis johnqt trent,,,,1 Round 9 Zellsis johnqt,,,,44,0,1
