,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crashies NRG,,1 Round 18 vanity runi,1 Round 11 OXY moose runi,,,,,,,,43,1,1
Victor NRG,,3 Round 5 Xeppaa runi Round 15 OXY Xeppaa Round 19 vanity Xeppaa,,,,,,,,,41,0,0
FiNESSE NRG,,2 Round 20 runi OXY Round 21 moose OXY,1 Round 8 Xeppaa OXY moose,,,,,,,,68,1,0
s0m NRG,,5 Round 3 runi OXY Round 7 OXY runi Round 8 runi vanity Round 17 Xeppaa moose Round 18 OXY Xeppaa,2 Round 4 Xeppaa runi vanity Round 6 runi Xeppaa OXY s0m,,,,,1 Round 6 runi OXY Xeppaa,,,56,1,0
Ethan NRG,,1 Round 19 OXY runi,,,,,1 Round 4 OXY moose,,,,46,5,0
moose C9,,,2 Round 4 FiNESSE s0m crashies Round 23 crashies Ethan s0m,,,,1 Round 23 s0m Ethan,,,,46,2,0
vanity C9,,3 Round 10 s0m Victor Round 15 crashies FiNESSE Round 20 Ethan FiNESSE,1 Round 16 s0m Victor Ethan,1 Round 2 FiNESSE Victor s0m Ethan,,1 Round 20 FiNESSE,1 Round 15 crashies FiNESSE,,,,51,2,0
Xeppaa C9,,2 Round 8 Ethan crashies Round 15 s0m Ethan,2 Round 13 FiNESSE s0m crashies Round 21 Ethan crashies FiNESSE,,,1 Round 11 crashies,,,,,51,3,0
runi C9,,1 Round 14 Ethan s0m,,,,,,,,,34,1,1
OXY C9,,5 Round 1 FiNESSE crashies Round 10 Ethan crashies Round 14 Victor crashies Round 16 crashies FiNESSE Round 20 Victor crashies,3 Round 6 Victor Ethan crashies Round 9 Victor Ethan FiNESSE Round 11 FiNESSE Ethan s0m,1 Round 22 crashies Victor FiNESSE s0m,,,,,,,76,0,0
