,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,1 Round 14 thyy Crws,,1 Round 2 thyy Crws JitBoyS primmie,,,,,,,57,0,0
MaKo DRX,,4 Round 1 Killua Crws Round 7 primmie Crws Round 11 primmie JitBoyS Round 16 Crws Killua,1 Round 9 Killua Crws thyy,,,,1 Round 9 Crws thyy,,,,76,0,1
BeYN DRX,,3 Round 7 JitBoyS thyy Round 12 Killua primmie Round 13 Crws Killua,2 Round 11 Killua Crws thyy Round 17 thyy Killua Crws,,,,,,,,53,0,1
Estrella DRX,,2 Round 1 thyy primmie Round 10 JitBoyS primmie,1 Round 15 JitBoyS thyy primmie,,,,,,,,24,10,0
HYUNMIN DRX,,2 Round 14 JitBoyS primmie Round 15 Crws Killua,1 Round 5 primmie thyy Killua,1 Round 6 Killua thyy Crws primmie,,,,,,,63,0,0
Crws TLN,,1 Round 3 free1ng Estrella,,,,,,,,,38,1,1
Killua TLN,,1 Round 9 HYUNMIN free1ng,,,,,,,,,40,1,0
JitBoyS TLN,,2 Round 11 HYUNMIN Estrella Round 17 Estrella free1ng,,,,,,,,,50,1,0
primmie TLN,,4 Round 1 HYUNMIN free1ng Round 3 HYUNMIN BeYN Round 5 MaKo BeYN Round 10 BeYN free1ng,1 Round 8 Estrella free1ng BeYN,,,,,,,,65,0,0
thyy TLN,,,2 Round 13 Estrella HYUNMIN free1ng Round 14 Estrella HYUNMIN BeYN,,,,,,,,52,0,0
