,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
stax T1,,1 Round 5 MaKo free1ng,,,,1 Round 5 free1ng,1 Round 18 BeYN Flashback,,,,36,7,0
BuZz T1,,,2 Round 13 free1ng BeYN Flashback Round 14 HYUNMIN MaKo BeYN,,,,,,,,51,0,1
Sylvan T1,,,,,,,,,,,29,2,0
Meteor T1,,3 Round 8 HYUNMIN free1ng Round 11 free1ng HYUNMIN Round 24 BeYN MaKo,1 Round 6 free1ng Flashback BeYN,2 Round 9 free1ng HYUNMIN BeYN MaKo Round 22 BeYN free1ng MaKo Flashback,,,,,,,73,0,0
iZu T1,,3 Round 11 MaKo Flashback Round 18 MaKo HYUNMIN Round 21 HYUNMIN BeYN,1 Round 15 MaKo HYUNMIN Flashback,,,,,,,,56,1,0
free1ng DRX,,3 Round 3 Sylvan Meteor Round 5 iZu Meteor Round 12 BuZz iZu,3 Round 4 BuZz Sylvan Meteor Round 19 Meteor iZu Sylvan Round 21 stax BuZz iZu,,,,,,,,65,0,0
MaKo DRX,,3 Round 13 BuZz stax Round 19 BuZz stax Round 23 BuZz stax,1 Round 7 Meteor Sylvan iZu,,,,,,,,36,1,0
BeYN DRX,,2 Round 5 BuZz Sylvan Round 23 iZu Meteor,1 Round 18 iZu BuZz stax BeYN,1 Round 1 Sylvan BuZz iZu stax,,,,,,,55,7,1
HYUNMIN DRX,,1 Round 10 Meteor BuZz,,1 Round 15 Meteor stax Sylvan BuZz,,,,,,,26,0,0
Flashback DRX,,3 Round 3 iZu stax Round 8 stax iZu Round 12 stax Sylvan,,,,2 Round 7 BuZz Round 15 iZu,,,,,52,0,1
