,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
stax T1,,3 Round 9 HYUNMIN BeYN Round 11 free1ng Flashback Round 13 HYUNMIN free1ng,,,,,,,,,79,4,2
BuZz T1,,3 Round 10 HYUNMIN free1ng Round 12 HYUNMIN free1ng Round 15 Flashback MaKo,1 Round 7 HYUNMIN free1ng BeYN,,,,,,,,58,0,0
Sylvan T1,,3 Round 1 MaKo Flashback Round 12 BeYN Flashback Round 16 MaKo HYUNMIN,2 Round 4 HYUNMIN Flashback free1ng Round 9 Flashback MaKo free1ng,,,,,,,,54,0,0
Meteor T1,,3 Round 10 MaKo BeYN Round 11 HYUNMIN MaKo Round 14 HYUNMIN MaKo,,1 Round 2 BeYN MaKo HYUNMIN Flashback,,1 Round 13 Flashback,,,,,44,1,0
iZu T1,,3 Round 13 MaKo BeYN Round 15 HYUNMIN free1ng Round 16 Flashback BeYN,2 Round 1 free1ng HYUNMIN BeYN Round 5 HYUNMIN Flashback free1ng iZu,1 Round 8 MaKo free1ng BeYN Flashback,,,1 Round 8 Flashback BeYN,,,,88,0,0
free1ng DRX,,2 Round 9 Meteor iZu Round 11 Sylvan BuZz,,,,,,,,,50,1,0
MaKo DRX,,1 Round 6 Sylvan iZu,,,,1 Round 5 iZu,,,,,51,0,0
BeYN DRX,,2 Round 6 BuZz stax Round 14 Meteor iZu,,,,,,,,,44,3,0
HYUNMIN DRX,,1 Round 3 iZu Meteor,,,,,,,,,33,0,0
Flashback DRX,,,2 Round 8 BuZz stax Meteor Round 13 Sylvan iZu stax,,,,,,,,43,2,0
