Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Corrode,1,"""1-0""",APK,Attackers,Elimination
2Corrode,2,"""2-0""",APK,Attackers,Spike Detonation
2Corrode,3,"""2-1""",TL,Defenders,Defuse
2Corrode,4,"""3-1""",APK,Attackers,Elimination
2Corrode,5,"""4-1""",APK,Attackers,Elimination
2Corrode,6,"""5-1""",APK,Attackers,Elimination
2Corrode,7,"""5-2""",TL,Defenders,Defuse
2Corrode,8,"""6-2""",APK,Attackers,Spike Detonation
2Corrode,9,"""6-3""",TL,Defenders,Time Expired
2Corrode,10,"""7-3""",APK,Attackers,Elimination
2Corrode,11,"""7-4""",TL,Defenders,Elimination
2Corrode,12,"""8-4""",APK,Attackers,Elimination
2Corrode,13,"""9-4""",TL,Defenders,Defuse
2Corrode,14,"""9-5""",APK,Attackers,Elimination
2Corrode,15,"""9-6""",APK,Attackers,Elimination
2Corrode,16,"""9-7""",APK,Attackers,Elimination
2Corrode,17,"""10-7""",TL,Defenders,Defuse
2Corrode,18,"""11-7""",TL,Defenders,Elimination
2Corrode,19,"""11-8""",APK,Attackers,Elimination
2Corrode,20,"""11-9""",APK,Attackers,Spike Detonation
2Corrode,21,"""11-10""",APK,Attackers,Spike Detonation
2Corrode,22,"""11-11""",APK,Attackers,Elimination
2Corrode,23,"""11-12""",APK,Attackers,Elimination
2Corrode,24,"""11-13""",APK,Attackers,Elimination
