,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crashies FNC,,,1 Round 13 PatMen Jinggg f0rsakeN,,,1 Round 19 f0rsakeN,,,,,35,2,4
Boaster FNC,,4 Round 12 Jinggg PatMen Round 19 d4v41 Jinggg Round 20 f0rsakeN PatMen Round 22 d4v41 Jinggg,1 Round 21 something PatMen d4v41,,,,,,,,56,2,1
Chronicle FNC,,8 Round 7 something Jinggg Round 13 something d4v41 Round 15 f0rsakeN d4v41 Round 16 d4v41 f0rsakeN Round 17 f0rsakeN PatMen Round 18 Jinggg something Round 21 Jinggg f0rsakeN Round 22 f0rsakeN PatMen,1 Round 9 PatMen d4v41 Jinggg,1 Round 8 f0rsakeN something PatMen d4v41,,1 Round 13 d4v41,,,,,88,1,2
doma FNC,,2 Round 1 something f0rsakeN Round 18 PatMen f0rsakeN,1 Round 11 f0rsakeN PatMen d4v41,,,,1 Round 11 d4v41 PatMen,,,,45,1,0
kaajak FNC,,5 Round 4 Jinggg f0rsakeN Round 10 d4v41 f0rsakeN Round 12 something f0rsakeN Round 15 something PatMen Round 16 PatMen Jinggg,1 Round 14 something PatMen Jinggg,,,,,,,,51,0,1
Jinggg PRX,,1 Round 5 doma Chronicle,2 Round 7 Boaster doma crashies Round 10 Chronicle Boaster kaajak,,,1 Round 8 Chronicle,,,,,57,0,1
f0rsakeN PRX,,1 Round 3 Boaster Chronicle,2 Round 9 crashies kaajak doma Round 19 doma kaajak Boaster,,,,,,,,53,0,0
d4v41 PRX,,4 Round 2 kaajak doma Round 10 doma crashies Round 13 kaajak crashies Round 22 kaajak crashies,,,,,,,,,50,0,0
PatMen PRX,,1 Round 2 Boaster Chronicle,,,,,,,,,39,8,2
something PRX,,1 Round 3 crashies doma,2 Round 6 kaajak doma Chronicle Round 8 doma crashies kaajak,,,1 Round 9 Chronicle,,,,,50,0,0
