,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crashies FNC,,2 Round 8 d4v41 something Round 17 d4v41 f0rsakeN,1 Round 9 something PatMen f0rsakeN,,,,,,,,45,0,0
Boaster FNC,,1 Round 5 f0rsakeN d4v41,,,,,,,,,45,3,1
Chronicle FNC,,2 Round 5 PatMen Jinggg Round 17 Jinggg something,,,,,,,,,38,1,0
doma FNC,,3 Round 7 d4v41 Jinggg Round 10 f0rsakeN PatMen Round 21 Jinggg something,1 Round 16 something d4v41 Jinggg,,,,,,,,49,1,0
kaajak FNC,,3 Round 7 PatMen f0rsakeN Round 9 d4v41 Jinggg Round 10 d4v41 something,4 Round 6 Jinggg something f0rsakeN Round 11 Jinggg something PatMen Round 12 Jinggg d4v41 f0rsakeN Round 14 Jinggg f0rsakeN something,1 Round 18 f0rsakeN PatMen Jinggg d4v41,,1 Round 7 f0rsakeN,,,,,83,0,1
Jinggg PRX,,2 Round 2 kaajak doma Round 19 doma Boaster,,,,,,,,,48,0,0
f0rsakeN PRX,,6 Round 1 crashies doma Round 4 crashies Boaster Round 7 crashies Boaster Round 11 Chronicle kaajak Round 13 doma Chronicle Round 15 Chronicle doma,,,,,,,,,50,1,0
d4v41 PRX,,3 Round 14 Boaster doma Round 20 Chronicle kaajak Round 23 crashies Boaster,1 Round 3 doma kaajak Chronicle,,,,1 Round 14 Boaster doma,,,,55,0,2
PatMen PRX,,2 Round 12 Chronicle kaajak Round 20 Boaster doma,2 Round 8 Chronicle crashies Boaster Round 19 Chronicle crashies kaajak,,,,,,,,57,6,1
something PRX,,2 Round 13 kaajak crashies Round 23 doma kaajak,,1 Round 21 crashies Boaster kaajak Chronicle,,,,,,,47,0,0
