,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,1 Round 1 Askia lz,1 Round 3 Askia PxS gobera,,,,,,,,43,1,0
johnqt SEN,,4 Round 1 gobera silentzz Round 2 silentzz lz Round 3 lz silentzz Round 14 silentzz Askia,,,,,,,,,68,6,0
bang SEN,,1 Round 14 gobera PxS,4 Round 7 lz gobera Askia Round 8 lz silentzz PxS Round 13 Askia PxS lz Round 16 lz gobera silentzz,1 Round 10 gobera Askia lz PxS,,,,,,,90,1,0
zekken SEN,,3 Round 5 gobera PxS Round 9 Askia lz Round 11 silentzz lz,2 Round 4 PxS silentzz Askia Round 12 lz gobera Askia,1 Round 17 lz PxS Askia silentzz,,,,,,,107,0,0
N4RRATE SEN,,2 Round 9 PxS gobera Round 15 Askia PxS,,,,,,,,,45,2,1
lz 2G,,,,,,,,,,,32,0,0
silentzz 2G,,1 Round 6 N4RRATE bang,,1 Round 15 zekken bang johnqt Zellsis,,,1 Round 15 Zellsis johnqt,,,,53,1,0
PxS 2G,,,,,,1 Round 1 johnqt,,,,,36,0,0
gobera 2G,,2 Round 6 zekken johnqt Round 8 Zellsis N4RRATE,1 Round 1 zekken bang Zellsis,,,,,,,,44,1,0
Askia 2G,,1 Round 2 johnqt N4RRATE,,,,,1 Round 2 N4RRATE johnqt,,,,30,0,1
