,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
mitch C9,,4 Round 1 Ethan FiNESSE Round 4 mada s0m Round 8 mada Ethan Round 14 FiNESSE Ethan,1 Round 2 mada s0m brawk,,,,,,,,53,2,0
neT C9,,1 Round 22 brawk Ethan,,1 Round 9 mada brawk Ethan FiNESSE,,,,,,,42,0,1
Xeppaa C9,,1 Round 17 FiNESSE s0m,3 Round 7 Ethan s0m FiNESSE Round 11 Ethan FiNESSE brawk Round 13 mada Ethan s0m,,,,,,,,52,2,1
v1c C9,,1 Round 21 mada s0m,1 Round 5 s0m FiNESSE Ethan,,,,,1 Round 5 Ethan FiNESSE s0m,,,37,3,0
OXY C9,,6 Round 1 mada brawk Round 6 Ethan FiNESSE Round 16 FiNESSE mada Round 19 Ethan brawk Round 21 FiNESSE Ethan Round 22 s0m FiNESSE,2 Round 3 s0m FiNESSE brawk Round 15 mada Ethan FiNESSE,,,,,,,,75,0,0
FiNESSE NRG,,2 Round 10 Xeppaa OXY Round 16 Xeppaa mitch,,,,,,,,,48,0,0
brawk NRG,,2 Round 15 OXY Xeppaa Round 19 Xeppaa neT,2 Round 17 mitch OXY Xeppaa Round 20 v1c mitch neT,,,,1 Round 17 OXY Xeppaa,,,,51,3,2
s0m NRG,,5 Round 6 Xeppaa mitch Round 10 v1c neT Round 14 OXY neT Round 15 mitch neT Round 19 mitch OXY,1 Round 5 Xeppaa neT mitch,,,,,,,,70,2,1
mada NRG,,4 Round 3 v1c Xeppaa Round 6 OXY v1c Round 17 v1c neT Round 18 OXY v1c,,1 Round 12 Xeppaa mitch v1c OXY,,,,,,,68,0,0
Ethan NRG,,1 Round 8 neT v1c,1 Round 18 neT Xeppaa mitch,,,,,,,,23,1,0
