,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,5 Round 1 Verno xenom Round 7 aspas cortezia Round 16 aspas cortezia Round 18 Verno xenom Round 21 aspas Verno,1 Round 9 xenom artzin aspas,1 Round 3 aspas Verno cortezia xenom,,,,,,,65,2,0
jawgemo G2,,5 Round 2 xenom artzin Round 4 cortezia aspas Round 11 xenom aspas Round 14 Verno cortezia Round 24 artzin Verno,1 Round 7 artzin Verno xenom,,,,,,,,52,1,1
JonahP G2,,2 Round 1 cortezia artzin Round 24 aspas xenom,1 Round 10 Verno aspas cortezia,,,2 Round 1 artzin Round 10 cortezia,,,,,45,7,1
leaf G2,,1 Round 2 aspas Verno,1 Round 13 artzin xenom Verno,,,,,,,,51,0,1
trent G2,,1 Round 19 artzin cortezia,,,,,1 Round 21 xenom cortezia,,,,27,0,0
cortezia MIBR,,2 Round 3 JonahP jawgemo Round 9 JonahP jawgemo,4 Round 8 jawgemo trent JonahP Round 10 valyn jawgemo trent Round 16 jawgemo leaf trent Round 21 leaf jawgemo valyn,,,,,,,,61,1,0
artzin MIBR,,4 Round 1 valyn trent Round 13 jawgemo trent Round 16 JonahP valyn Round 18 trent JonahP,,,,,,,,,55,4,1
aspas MIBR,,3 Round 5 leaf trent Round 20 jawgemo valyn Round 22 leaf valyn,1 Round 13 JonahP valyn leaf,,,1 Round 13 leaf,,,,,55,0,3
xenom MIBR,,3 Round 4 jawgemo JonahP Round 7 valyn leaf Round 17 leaf jawgemo,2 Round 12 jawgemo trent valyn Round 19 leaf valyn trent,,,,,,,,49,0,0
Verno MIBR,,2 Round 9 valyn trent Round 11 trent valyn,2 Round 20 trent leaf JonahP Round 23 jawgemo leaf JonahP,,,,,,,,49,3,0
