,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,8,1,1,,1,,,,,43,5,0
jawgemo G2,,11,4,3,,,1,1,,,49,7,1
JonahP G2,,7,1,,,2,1,,,,42,17,3
leaf G2,,11,3,,,,,,,,65,0,1
trent G2,,8,1,1,,1,1,,,,53,2,2
cortezia MIBR,,12,4,,,,,,,,49,2,0
artzin MIBR,,7,1,,,1,,,,,45,11,3
aspas MIBR,,12,2,1,,1,1,,,,56,1,5
xenom MIBR,,6,4,,,,2,,,,40,4,1
Verno MIBR,,10,4,,,1,,,,,64,5,3
