,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
pANcada LOUD,,1 Round 2 havoc xand,2 Round 1 mwzera nzr havoc Round 5 xand Khalil mwzera,,,,1 Round 5 mwzera Khalil,,,,68,0,0
saadhak LOUD,,4 Round 3 mwzera xand Round 10 nzr mwzera Round 15 havoc mwzera Round 20 xand havoc,,,,,,,,,39,8,1
tuyz LOUD,,1 Round 20 Khalil mwzera,,1 Round 8 havoc xand Khalil mwzera,,,,,,,47,1,0
cauanzin LOUD,,5 Round 1 xand Khalil Round 2 nzr Khalil Round 5 nzr havoc Round 6 havoc Khalil Round 22 havoc nzr,2 Round 16 xand nzr Khalil Round 21 xand Khalil mwzera,1 Round 18 xand Khalil nzr havoc,,,1 Round 16 Khalil nzr,,,,69,1,2
Less LOUD,,3 Round 4 xand mwzera Round 16 havoc mwzera Round 22 Khalil xand,1 Round 6 xand nzr mwzera,,,,,,,,62,0,0
xand FUR,,2 Round 8 saadhak cauanzin Round 10 saadhak Less,2 Round 13 saadhak cauanzin tuyz Round 15 saadhak Less tuyz,,,,,,,,39,6,1
nzr FUR,,4 Round 12 Less pANcada Round 17 pANcada saadhak Round 18 saadhak pANcada Round 19 tuyz pANcada nzr,2 Round 3 Less tuyz saadhak Round 14 Less saadhak pANcada,,,,,,,,72,1,3
mwzera FUR,,3 Round 5 Less cauanzin Round 6 saadhak pANcada Round 19 saadhak cauanzin,1 Round 2 pANcada tuyz saadhak,,,,,,,,52,0,0
Khalil FUR,,3 Round 7 cauanzin pANcada Round 16 Less saadhak Round 23 Less pANcada,,,,1 Round 4 Less,,,,,40,0,2
havoc FUR,,3 Round 3 pANcada cauanzin Round 17 Less tuyz Round 23 saadhak cauanzin,1 Round 9 cauanzin saadhak Less,1 Round 11 cauanzin Less pANcada saadhak,,,,,,,80,2,0
