,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
pANcada LOUD,,3 Round 12 xand Khalil Round 13 xand mwzera Round 21 havoc mwzera,2 Round 10 Khalil mwzera havoc pANcada Round 17 mwzera xand nzr,2 Round 4 xand mwzera nzr Khalil Round 18 xand Khalil nzr havoc,,,,,1 Round 18 xand havoc Khalil nzr,,87,0,0
saadhak LOUD,,3 Round 15 nzr havoc Round 22 nzr xand Round 24 havoc Khalil,2 Round 11 havoc Khalil mwzera Round 20 mwzera nzr havoc,,,,,,,,55,3,1
tuyz LOUD,,3 Round 1 nzr Khalil Round 13 Khalil nzr Round 19 havoc nzr,,,,,,,,,38,1,1
cauanzin LOUD,,4 Round 7 xand Khalil Round 14 mwzera xand Round 21 xand Khalil Round 23 Khalil xand,1 Round 22 mwzera havoc Khalil,,,,1 Round 22 havoc Khalil,,,,59,4,0
Less LOUD,,1 Round 1 havoc xand,,,,,,,,,39,0,0
xand FUR,,2 Round 9 saadhak Less Round 15 saadhak Less,,,,,,,,,29,5,1
nzr FUR,,2 Round 6 tuyz pANcada Round 21 pANcada cauanzin,,1 Round 7 saadhak cauanzin Less tuyz,,,,1 Round 10 pANcada tuyz Less,1 Round 7 saadhak tuyz cauanzin Less,,46,3,1
mwzera FUR,,6 Round 2 pANcada Less Round 3 tuyz pANcada Round 9 cauanzin tuyz Round 10 saadhak cauanzin Round 16 cauanzin tuyz Round 17 tuyz Less,2 Round 6 Less cauanzin saadhak Round 8 saadhak Less pANcada,,,,,,,,65,0,0
Khalil FUR,,2 Round 11 tuyz cauanzin Round 22 saadhak tuyz,2 Round 5 pANcada tuyz Less Round 18 saadhak tuyz Less,,,,,,1 Round 14 pANcada saadhak cauanzin Less,,62,1,0
havoc FUR,,3 Round 1 tuyz cauanzin Round 3 saadhak cauanzin Round 12 cauanzin pANcada,,,,,,,,,49,0,0
