,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
nzr MIBR,,1 Round 21 Shyy keznit,,,,,,,,,29,2,0
cortezia MIBR,,1 Round 7 Melser keznit,2 Round 3 Melser Mazino adverso Round 4 Mazino Melser adverso,,,,,,,,65,0,1
artzin MIBR,,3 Round 1 Mazino Shyy Round 2 keznit Shyy Round 13 Mazino keznit,,,,,,,,,43,1,0
aspas MIBR,,4 Round 1 keznit adverso Round 2 adverso Mazino Round 15 Mazino keznit Round 20 Mazino Shyy,3 Round 6 keznit Mazino Shyy Round 11 adverso Mazino Melser Round 16 keznit Mazino Melser,,,,,,,,88,1,1
xenom MIBR,,1 Round 12 Melser Mazino,1 Round 17 Melser adverso keznit,,,,,,,,34,3,0
Melser KRÜ,,,2 Round 1 aspas artzin xenom Round 19 xenom nzr cortezia,1 Round 15 artzin cortezia nzr aspas,,1 Round 13 artzin,,,,,48,1,2
keznit KRÜ,,4 Round 5 xenom cortezia Round 10 xenom artzin Round 13 cortezia nzr Round 17 aspas artzin,,,,,,,,,54,1,0
adverso KRÜ,,4 Round 11 cortezia nzr Round 12 cortezia aspas Round 18 aspas artzin Round 21 nzr xenom,,,,1 Round 21 xenom,,,,,32,0,1
Mazino KRÜ,,2 Round 5 artzin aspas Round 16 artzin xenom,,,,,,,,,33,6,0
Shyy KRÜ,,5 Round 4 nzr xenom Round 7 nzr artzin Round 8 xenom aspas Round 10 aspas cortezia Round 19 artzin aspas,1 Round 12 artzin nzr xenom,1 Round 14 xenom cortezia artzin aspas,,1 Round 16 aspas,,,,,108,0,1
