Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
S1Mon,EDG,Map_5_5Bind,All,Fade,,264,20,10,3,+10,,169,50%,2,1,+1
ZmjjKK,EDG,Map_5_5Bind,All,Raze,,260,21,15,0,+6,,159,16%,3,5,-2
nobody,EDG,Map_5_5Bind,All,Gekko,,175,12,14,8,-2,,111,24%,1,3,-2
CHICHOO,EDG,Map_5_5Bind,All,Viper,,131,11,14,4,-3,,81,25%,1,1,0
Smoggy,EDG,Map_5_5Bind,All,Brimstone,,124,7,12,12,-5,,86,21%,1,3,-2
BerLIN,FPX,Map_5_5Bind,All,Sova,,229,17,15,9,+2,,149,34%,2,1,+1
Autumn,FPX,Map_5_5Bind,All,Cypher,,190,14,15,5,-1,,123,24%,2,1,+1
Life,FPX,Map_5_5Bind,All,Jett,,180,11,14,2,-3,,107,27%,7,3,+4
AAAAY,FPX,Map_5_5Bind,All,Gekko,,164,12,14,6,-2,,109,34%,1,2,-1
Lysoar,FPX,Map_5_5Bind,All,Brimstone,,156,11,13,9,-2,,114,31%,1,1,0
S1Mon,EDG,Map_5_5Bind,Attack,Fade,,,,,,,
ZmjjKK,EDG,Map_5_5Bind,Attack,Raze,,,,,,,
nobody,EDG,Map_5_5Bind,Attack,Gekko,,,,,,,
CHICHOO,EDG,Map_5_5Bind,Attack,Viper,,,,,,,
Smoggy,EDG,Map_5_5Bind,Attack,Brimstone,,,,,,,
BerLIN,FPX,Map_5_5Bind,Attack,Sova,,,,,,,
Autumn,FPX,Map_5_5Bind,Attack,Cypher,,,,,,,
Life,FPX,Map_5_5Bind,Attack,Jett,,,,,,,
AAAAY,FPX,Map_5_5Bind,Attack,Gekko,,,,,,,
Lysoar,FPX,Map_5_5Bind,Attack,Brimstone,,,,,,,
S1Mon,EDG,Map_5_5Bind,Defend,Fade,,,,,,,
ZmjjKK,EDG,Map_5_5Bind,Defend,Raze,,,,,,,
nobody,EDG,Map_5_5Bind,Defend,Gekko,,,,,,,
CHICHOO,EDG,Map_5_5Bind,Defend,Viper,,,,,,,
Smoggy,EDG,Map_5_5Bind,Defend,Brimstone,,,,,,,
BerLIN,FPX,Map_5_5Bind,Defend,Sova,,,,,,,
Autumn,FPX,Map_5_5Bind,Defend,Cypher,,,,,,,
Life,FPX,Map_5_5Bind,Defend,Jett,,,,,,,
AAAAY,FPX,Map_5_5Bind,Defend,Gekko,,,,,,,
Lysoar,FPX,Map_5_5Bind,Defend,Brimstone,,,,,,,
