Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
Smoggy,EDG,Map_2_2Abyss,All,Jett,,234,17,15,3,+2,,150,25%,4,3,+1
nobody,EDG,Map_2_2Abyss,All,Sova,,191,14,19,3,-5,,130,29%,2,2,0
CHICHOO,EDG,Map_2_2Abyss,All,Omen,,182,15,17,6,-2,,114,28%,0,0,0
ZmjjKK,EDG,Map_2_2Abyss,All,Yoru,,167,11,17,4,-6,,115,35%,1,6,-5
S1Mon,EDG,Map_2_2Abyss,All,Gekko,,130,8,16,3,-8,,96,27%,2,1,+1
Life,FPX,Map_2_2Abyss,All,Yoru,,344,26,12,6,+14,,223,30%,2,2,0
AAAAY,FPX,Map_2_2Abyss,All,Fade,,231,17,14,5,+3,,143,45%,4,1,+3
Lysoar,FPX,Map_2_2Abyss,All,Cypher,,210,17,14,5,+3,,120,21%,1,4,-3
Autumn,FPX,Map_2_2Abyss,All,Viper,,206,14,14,11,0,,133,31%,2,1,+1
BerLIN,FPX,Map_2_2Abyss,All,Omen,,119,10,11,5,-1,,81,26%,3,1,+2
Smoggy,EDG,Map_2_2Abyss,Attack,Jett,,,,,,,
nobody,EDG,Map_2_2Abyss,Attack,Sova,,,,,,,
CHICHOO,EDG,Map_2_2Abyss,Attack,Omen,,,,,,,
ZmjjKK,EDG,Map_2_2Abyss,Attack,Yoru,,,,,,,
S1Mon,EDG,Map_2_2Abyss,Attack,Gekko,,,,,,,
Life,FPX,Map_2_2Abyss,Attack,Yoru,,,,,,,
AAAAY,FPX,Map_2_2Abyss,Attack,Fade,,,,,,,
Lysoar,FPX,Map_2_2Abyss,Attack,Cypher,,,,,,,
Autumn,FPX,Map_2_2Abyss,Attack,Viper,,,,,,,
BerLIN,FPX,Map_2_2Abyss,Attack,Omen,,,,,,,
Smoggy,EDG,Map_2_2Abyss,Defend,Jett,,,,,,,
nobody,EDG,Map_2_2Abyss,Defend,Sova,,,,,,,
CHICHOO,EDG,Map_2_2Abyss,Defend,Omen,,,,,,,
ZmjjKK,EDG,Map_2_2Abyss,Defend,Yoru,,,,,,,
S1Mon,EDG,Map_2_2Abyss,Defend,Gekko,,,,,,,
Life,FPX,Map_2_2Abyss,Defend,Yoru,,,,,,,
AAAAY,FPX,Map_2_2Abyss,Defend,Fade,,,,,,,
Lysoar,FPX,Map_2_2Abyss,Defend,Cypher,,,,,,,
Autumn,FPX,Map_2_2Abyss,Defend,Viper,,,,,,,
BerLIN,FPX,Map_2_2Abyss,Defend,Omen,,,,,,,
