,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crashies NRG,,1 Round 9 trent leaf,1 Round 17 JonahP trent leaf,,,,,,,,57,0,0
Victor NRG,,4 Round 1 icy trent Round 7 valyn JonahP Round 9 icy valyn Round 13 valyn JonahP,,,,,,,,,59,1,1
FiNESSE NRG,,3 Round 8 icy trent Round 13 icy trent Round 14 icy valyn,,,,,,,,,34,0,0
s0m NRG,,3 Round 11 trent icy Round 14 leaf trent Round 19 leaf JonahP,,,,1 Round 16 leaf,,,,,41,1,0
Ethan NRG,,,3 Round 8 JonahP leaf valyn Round 10 leaf trent JonahP Round 16 icy valyn trent,,,,,,,,61,5,0
valyn G2,,1 Round 4 Victor Ethan,,1 Round 21 FiNESSE FiNESSE Ethan crashies,,2 Round 1 Victor Round 10 Ethan,,,,,56,3,1
JonahP G2,,4 Round 4 crashies FiNESSE Round 9 Ethan Victor Round 12 s0m crashies Round 15 FiNESSE crashies,1 Round 10 s0m Victor FiNESSE,,,1 Round 9 crashies,,,,,61,0,1
leaf G2,,3 Round 3 Victor s0m Round 5 FiNESSE s0m Round 17 s0m Victor,,1 Round 16 FiNESSE Ethan Victor s0m,,,,,,,56,0,0
icy G2,,,1 Round 18 crashies FiNESSE s0m,,,,,,,,51,0,0
trent G2,,4 Round 5 Victor crashies Round 6 s0m FiNESSE Round 7 FiNESSE Ethan Round 12 Ethan FiNESSE,1 Round 1 s0m FiNESSE Ethan,,,,,,,,64,7,0
