,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Persia NS,,1 Round 8 2GE invy,,,,,,,,,48,0,1
Dambi NS,,3 Round 13 invy Jremy Round 14 invy Jremy Round 21 Wild0reoo JessieVash,1 Round 6 Wild0reoo invy Jremy,,,,,,,,42,2,0
Francis NS,,4 Round 3 invy JessieVash Round 5 Jremy Wild0reoo Round 10 Wild0reoo JessieVash Round 13 JessieVash 2GE,3 Round 16 Wild0reoo invy JessieVash Round 17 Jremy JessieVash Wild0reoo Round 23 Jremy JessieVash invy,1 Round 11 JessieVash Wild0reoo 2GE Jremy,,,1 Round 11 2GE Jremy,,,,72,3,1
Ivy NS,,4 Round 7 invy 2GE Round 12 Wild0reoo 2GE Round 14 JessieVash Wild0reoo Round 21 Jremy invy,,,,,,,,,48,1,0
margaret NS,,3 Round 6 2GE JessieVash Round 8 Wild0reoo Jremy Round 12 Jremy invy,,,,,1 Round 12 invy Jremy,,1 Round 15 invy JessieVash Wild0reoo Jremy,,39,1,0
JessieVash TS,,2 Round 2 Persia Ivy Round 4 Ivy margaret,1 Round 7 Francis margaret Ivy,1 Round 5 Dambi Ivy Francis Persia,,1 Round 7 Ivy,,,,,62,5,1
Jremy TS,,3 Round 2 Francis Dambi Round 12 Ivy Persia Round 20 Francis Ivy,3 Round 1 Persia Ivy margaret Round 11 Dambi margaret Persia Round 22 Francis Dambi Persia,,,,,,,,67,1,0
invy TS,,2 Round 9 Francis Persia Round 19 Ivy Francis,,,,,,,,,76,0,1
2GE TS,,3 Round 10 Francis Persia Round 16 margaret Dambi Round 19 Persia Dambi,,,,,,,,,37,0,0
Wild0reoo TS,,1 Round 15 Dambi margaret,,,,,,,,,32,0,0
