,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Sayf VIT,,3 Round 7 leaf jawgemo Round 12 valyn JonahP Round 21 jawgemo JonahP,2 Round 1 leaf valyn trent Sayf Round 8 valyn jawgemo JonahP,,,,,,,,54,0,0
trexx VIT,,1 Round 9 jawgemo trent,2 Round 10 JonahP valyn leaf Round 18 leaf trent JonahP,,,,,,,,47,2,1
Derke VIT,,1 Round 13 leaf valyn,1 Round 17 jawgemo leaf trent,1 Round 11 JonahP valyn leaf trent,,,,,,,43,1,0
Less VIT,,1 Round 1 jawgemo JonahP,1 Round 5 JonahP valyn trent,,,,,,,,58,0,0
Kicks VIT,,2 Round 5 leaf jawgemo Round 14 JonahP valyn,3 Round 4 jawgemo valyn leaf Round 12 jawgemo trent leaf Round 21 trent valyn leaf,,,,,,,,70,4,2
valyn G2,,1 Round 16 Sayf Less,,,,,,,,,25,2,0
jawgemo G2,,1 Round 7 Kicks Less,1 Round 22 Sayf Derke Kicks,,,,,,,,35,1,3
JonahP G2,,2 Round 13 Derke Less Round 20 Derke Sayf,1 Round 6 Kicks Derke trexx,1 Round 4 Derke trexx Kicks Less,,,1 Round 4 Kicks Less,,,,49,4,0
leaf G2,,5 Round 2 Less Kicks Round 9 Derke Sayf Round 10 Less Derke Round 19 trexx Derke Round 21 Derke Sayf,2 Round 12 Derke trexx Sayf Round 14 Sayf trexx Kicks,,,,,,,,72,0,0
trent G2,,5 Round 1 Kicks Less Round 7 Derke trexx Round 13 Kicks Sayf Round 15 Derke Sayf Round 19 Less Sayf,,,,1 Round 1 Sayf,,,,,58,2,1
