,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
MOLSI APK,,3 Round 2 Avez marteen Round 9 Avez SUYGETSU Round 11 Elite saadhak,2 Round 5 saadhak Elite Avez Round 17 Elite SUYGETSU Avez,,,1 Round 5 Avez,,,,,52,3,2
AvovA APK,,2 Round 16 Elite marteen Round 19 saadhak Avez,,,,,,,,,42,0,2
penny APK,,6 Round 2 SUYGETSU saadhak Round 5 SUYGETSU marteen Round 7 Avez marteen Round 9 saadhak Elite Round 10 Elite saadhak Round 18 saadhak SUYGETSU,1 Round 14 SUYGETSU marteen Avez,,,,,,,,67,3,1
OLIZERA APK,,4 Round 1 SUYGETSU Avez Round 10 Avez marteen Round 12 marteen Elite Round 16 SUYGETSU Avez,1 Round 4 marteen SUYGETSU Elite,,,,,,,,63,0,0
batujnax APK,,1 Round 12 Avez saadhak,,1 Round 13 Elite SUYGETSU marteen Avez,,,,,,,31,2,1
saadhak KC,,3 Round 2 AvovA batujnax Round 19 OLIZERA penny Round 20 batujnax MOLSI,,,,1 Round 2 penny,,,,,28,5,0
SUYGETSU KC,,4 Round 3 AvovA penny Round 10 OLIZERA AvovA Round 14 MOLSI batujnax Round 19 MOLSI AvovA,,,,,,,,,57,2,1
Avez KC,,4 Round 1 MOLSI penny Round 15 AvovA batujnax Round 17 OLIZERA penny Round 24 AvovA batujnax,2 Round 5 batujnax penny AvovA Round 16 penny batujnax MOLSI,1 Round 21 penny MOLSI AvovA OLIZERA,,1 Round 17 MOLSI,,,,,67,3,2
marteen KC,,3 Round 3 OLIZERA batujnax Round 6 MOLSI penny Round 23 OLIZERA MOLSI,2 Round 13 MOLSI penny OLIZERA Round 22 OLIZERA AvovA MOLSI,,,,,1 Round 22 MOLSI OLIZERA AvovA,,,42,1,1
Elite KC,,,3 Round 7 penny batujnax OLIZERA Round 8 batujnax MOLSI penny Round 23 penny AvovA batujnax,,,,,,,,56,0,0
