Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
thyy,TLN,Map_1_1Bind,All,Raze,1.22,262,22,17,4,+5,71%,160,20%,4,3,+1
Killua,TLN,Map_1_1Bind,All,Gekko,1.18,205,17,15,4,+2,75%,134,43%,4,1,+3
JitBoyS,TLN,Map_1_1Bind,All,Astra,0.99,157,14,16,7,-2,58%,90,34%,1,2,-1
primmie,TLN,Map_1_1Bind,All,Deadlock,0.93,204,17,18,5,-1,71%,123,34%,0,4,-4
Crws,TLN,Map_1_1Bind,All,Fade,0.42,84,5,17,7,-12,63%,63,21%,1,4,-3
d4v41,PRX,Map_1_1Bind,All,Viper,1.46,262,22,12,4,+10,75%,160,20%,3,1,+2
something,PRX,Map_1_1Bind,All,Yoru,1.12,213,20,14,4,+6,79%,127,22%,5,2,+3
Jinggg,PRX,Map_1_1Bind,All,Raze,0.92,201,15,17,9,-2,79%,148,16%,4,4,0
f0rsakeN,PRX,Map_1_1Bind,All,Brimstone,0.91,164,14,17,14,-3,75%,99,23%,1,1,0
PatMen,PRX,Map_1_1Bind,All,Fade,0.76,149,12,15,3,-3,67%,108,30%,1,2,-1
thyy,TLN,Map_1_1Bind,Attack,Raze,1.35,274,11,8,1,+3,75%,156,25%,2,2,0
Killua,TLN,Map_1_1Bind,Attack,Gekko,1.13,161,7,6,2,+1,75%,100,80%,2,0,+2
JitBoyS,TLN,Map_1_1Bind,Attack,Astra,1.04,136,6,7,3,-1,58%,80,41%,0,0,0
primmie,TLN,Map_1_1Bind,Attack,Deadlock,0.83,181,8,9,2,-1,75%,105,36%,0,3,-3
Crws,TLN,Map_1_1Bind,Attack,Fade,0.31,81,2,9,4,-7,67%,61,31%,1,2,-1
d4v41,PRX,Map_1_1Bind,Attack,Viper,2.06,379,17,6,2,+11,92%,233,21%,2,0,+2
something,PRX,Map_1_1Bind,Attack,Yoru,0.83,208,9,9,3,0,83%,116,28%,3,1,+2
Jinggg,PRX,Map_1_1Bind,Attack,Raze,0.77,202,7,10,4,-3,75%,144,8%,2,2,0
f0rsakeN,PRX,Map_1_1Bind,Attack,Brimstone,0.94,142,6,8,9,-2,75%,83,45%,0,1,-1
PatMen,PRX,Map_1_1Bind,Attack,Fade,0.60,98,5,8,2,-3,67%,73,20%,0,1,-1
thyy,TLN,Map_1_1Bind,Defend,Raze,1.08,251,11,9,3,+2,67%,165,13%,2,1,+1
Killua,TLN,Map_1_1Bind,Defend,Gekko,1.23,251,10,9,2,+1,75%,167,30%,2,1,+1
JitBoyS,TLN,Map_1_1Bind,Defend,Astra,0.93,180,8,9,4,-1,58%,99,29%,1,2,-1
primmie,TLN,Map_1_1Bind,Defend,Deadlock,1.04,229,9,9,3,0,67%,142,33%,0,1,-1
Crws,TLN,Map_1_1Bind,Defend,Fade,0.53,89,3,8,3,-5,58%,64,13%,0,2,-2
d4v41,PRX,Map_1_1Bind,Defend,Viper,0.87,146,5,6,2,-1,58%,87,18%,1,1,0
something,PRX,Map_1_1Bind,Defend,Yoru,1.40,220,11,5,1,+6,75%,138,14%,2,1,+1
Jinggg,PRX,Map_1_1Bind,Defend,Raze,1.07,201,8,7,5,+1,83%,152,30%,2,2,0
f0rsakeN,PRX,Map_1_1Bind,Defend,Brimstone,0.89,187,8,9,5,-1,75%,115,14%,1,0,+1
PatMen,PRX,Map_1_1Bind,Defend,Fade,0.92,200,7,7,1,0,67%,144,36%,1,1,0
