Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Abyss,1,"""1-0""",WOL,Attackers,Elimination
2Abyss,2,"""2-0""",WOL,Attackers,Elimination
2Abyss,3,"""2-1""",JDG,Defenders,Elimination
2Abyss,4,"""2-2""",JDG,Defenders,Time Expired
2Abyss,5,"""2-3""",JDG,Defenders,Defuse
2Abyss,6,"""3-3""",WOL,Attackers,Elimination
2Abyss,7,"""3-4""",JDG,Defenders,Elimination
2Abyss,8,"""3-5""",JDG,Defenders,Elimination
2Abyss,9,"""3-6""",JDG,Defenders,Elimination
2Abyss,10,"""3-7""",JDG,Defenders,Elimination
2Abyss,11,"""4-7""",WOL,Attackers,Elimination
2Abyss,12,"""4-8""",JDG,Defenders,Elimination
2Abyss,13,"""4-9""",WOL,Attackers,Spike Detonation
2Abyss,14,"""4-10""",WOL,Attackers,Spike Detonation
2Abyss,15,"""4-11""",WOL,Attackers,Elimination
2Abyss,16,"""4-12""",WOL,Attackers,Elimination
2Abyss,17,"""5-12""",JDG,Defenders,Defuse
2Abyss,18,"""5-13""",WOL,Attackers,Elimination
2Abyss,19,"""""",,,
2Abyss,20,"""""",,,
2Abyss,21,"""""",,,
2Abyss,22,"""""",,,
2Abyss,23,"""""",,,
2Abyss,24,"""""",,,
