,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
stax T1,,1 Round 7 something d4v41,1 Round 11 PatMen something d4v41,,,,,,,,35,4,0
BuZz T1,,3 Round 2 Jinggg something Round 6 d4v41 Jinggg Round 13 f0rsakeN Jinggg,1 Round 10 something PatMen d4v41,,1 Round 12 Jinggg something PatMen d4v41 f0rsakeN,,,,,,69,0,1
Sylvan T1,,3 Round 3 PatMen Jinggg Round 9 something PatMen Round 11 f0rsakeN Jinggg,,,,,1 Round 3 PatMen Jinggg,,,,60,0,2
Meteor T1,,2 Round 13 d4v41 something Round 14 PatMen Jinggg,2 Round 4 PatMen d4v41 Jinggg Round 16 d4v41 Jinggg f0rsakeN,,,1 Round 16 f0rsakeN,,,,,62,0,0
iZu T1,,2 Round 2 f0rsakeN PatMen Round 14 d4v41 something,1 Round 5 PatMen something Jinggg,1 Round 1 d4v41 PatMen something Jinggg,,,,,,,61,0,1
Jinggg PRX,,1 Round 9 stax BuZz,1 Round 3 BuZz iZu Meteor,,,,,,,,57,0,1
f0rsakeN PRX,,3 Round 1 BuZz iZu Round 9 Meteor Sylvan Round 16 stax iZu,,,,,,,,,68,0,0
d4v41 PRX,,,,,,,,,,,30,1,0
PatMen PRX,,,,1 Round 8 Sylvan iZu BuZz stax,,,,,,,47,5,0
something PRX,,,,,,,,,,,19,0,0
