,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,3 Round 3 kiNgg nataNk Round 12 kiNgg nataNk Round 13 kiNgg tex,,,,1 Round 4 tex,,,,,44,3,0
jawgemo G2,,1 Round 4 kiNgg nataNk,,,,,,,,,40,1,0
JonahP G2,,1 Round 11 C0M Demon1,2 Round 7 Demon1 C0M kiNgg Round 14 kiNgg C0M nataNk,,,,,,,,65,2,1
leaf G2,,5 Round 3 tex Demon1 Round 5 nataNk kiNgg Round 8 C0M kiNgg Round 14 tex Demon1 Round 16 nataNk Demon1,2 Round 10 Demon1 kiNgg C0M Round 18 tex C0M kiNgg,,,,,,,,72,1,0
trent G2,,5 Round 5 C0M Demon1 Round 9 kiNgg C0M Round 10 nataNk tex Round 11 tex kiNgg Round 17 nataNk tex,1 Round 13 Demon1 nataNk C0M,,,1 Round 16 kiNgg,1 Round 10 nataNk tex,,,,103,4,2
C0M LEV,,,,,,,,,,,23,1,0
tex LEV,,4 Round 2 JonahP trent Round 4 JonahP jawgemo Round 14 trent jawgemo Round 15 valyn trent,1 Round 1 trent leaf jawgemo,,,,,,,,67,0,2
nataNk LEV,,4 Round 1 valyn JonahP Round 9 trent jawgemo Round 15 JonahP jawgemo Round 17 JonahP jawgemo,1 Round 10 valyn jawgemo leaf,,,,,,,,50,2,0
kiNgg LEV,,1 Round 9 leaf JonahP,2 Round 12 jawgemo JonahP leaf Round 16 jawgemo JonahP leaf,,,,,,,,58,1,0
Demon1 LEV,,,,,,,,,,,26,0,1
