,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,1 Round 19 nataNk tex,,,,,,,,,40,1,1
jawgemo G2,,6 Round 1 nataNk Demon1 Round 3 tex C0M Round 4 kiNgg Demon1 Round 8 nataNk kiNgg Round 11 Demon1 tex Round 15 tex kiNgg,1 Round 20 Demon1 nataNk tex,,,,,,,,48,0,1
JonahP G2,,3 Round 2 Demon1 C0M Round 7 C0M tex Round 22 Demon1 nataNk,,,,,,,,,45,4,0
leaf G2,,5 Round 1 kiNgg tex Round 3 Demon1 nataNk Round 4 C0M tex Round 7 kiNgg nataNk Round 10 C0M tex,3 Round 9 kiNgg C0M tex Round 12 kiNgg C0M tex Round 21 kiNgg Demon1 tex,,,3 Round 1 tex Round 7 Demon1 Round 9 tex,,,,,89,2,1
trent G2,,5 Round 2 nataNk tex Round 6 tex nataNk Round 12 nataNk Demon1 Round 17 Demon1 kiNgg Round 22 C0M kiNgg,1 Round 19 Demon1 C0M kiNgg,,,1 Round 6 C0M,1 Round 12 nataNk Demon1,,,,71,2,0
C0M LEV,,3 Round 6 jawgemo trent Round 16 jawgemo trent Round 21 leaf valyn,2 Round 5 trent JonahP jawgemo Round 14 valyn trent leaf,,,,,,,,62,1,0
tex LEV,,4 Round 7 jawgemo trent Round 17 JonahP leaf Round 18 trent valyn Round 20 valyn jawgemo,1 Round 9 jawgemo valyn JonahP,,,1 Round 18 valyn,,,,,46,0,0
nataNk LEV,,2 Round 3 jawgemo JonahP Round 12 jawgemo leaf,,1 Round 11 JonahP trent leaf valyn,,1 Round 4 leaf,,,,,68,1,0
kiNgg LEV,,2 Round 10 valyn leaf Round 15 valyn JonahP,1 Round 13 valyn leaf trent,,,1 Round 10 leaf,,,,,56,5,2
Demon1 LEV,,3 Round 4 trent valyn Round 7 JonahP valyn Demon1 Round 13 jawgemo JonahP,1 Round 18 JonahP leaf jawgemo,,,,,,,,55,0,0
