,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
mwzera FUR,,3 Round 5 supamen Derrek Round 7 supamen NaturE Round 11 supamen Derrek,,,,,,,,,63,4,1
Khalil FUR,,5 Round 1 NaturE supamen Round 5 icy NaturE Round 8 NaturE supamen Round 11 NaturE icy Round 17 supamen icy,,,,,,,,,50,0,0
heat FUR,,4 Round 6 icy Derrek Round 7 yay icy Round 15 yay icy Round 19 supamen Derrek,1 Round 20 NaturE yay Derrek heat,,,,1 Round 7 yay icy,,,,56,0,0
havoc FUR,,1 Round 15 Derrek NaturE,1 Round 3 icy yay supamen,,,,,,,,46,0,1
raafa FUR,,,,1 Round 14 icy supamen NaturE Derrek,,,,,,,33,3,0
supamen EG,,1 Round 12 raafa heat,,,,,,,,,39,1,1
yay EG,,4 Round 4 havoc Khalil Round 8 heat raafa Round 17 Khalil mwzera Round 18 Khalil havoc,1 Round 19 raafa heat Khalil,,,1 Round 17 mwzera,,,,,52,0,1
Derrek EG,,3 Round 1 havoc mwzera Round 5 havoc Khalil Round 6 havoc mwzera,3 Round 4 raafa heat mwzera Round 17 havoc heat raafa Round 20 raafa mwzera Khalil,,,,1 Round 20 heat Khalil,,,,75,5,0
NaturE EG,,2 Round 6 heat Khalil Round 18 heat raafa,,,,,,,,,50,1,0
icy EG,,1 Round 13 mwzera raafa,4 Round 1 heat Khalil raafa Round 2 raafa heat Khalil Round 7 havoc raafa mwzera Round 9 raafa havoc mwzera,,,,,,,,62,1,0
