Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Icebox,1,"""1-0""",100T,Defenders,Defuse
2Icebox,2,"""1-1""",LOUD,Attackers,Elimination
2Icebox,3,"""1-2""",LOUD,Attackers,Elimination
2Icebox,4,"""1-3""",LOUD,Attackers,Spike Detonation
2Icebox,5,"""1-4""",LOUD,Attackers,Elimination
2Icebox,6,"""1-5""",LOUD,Attackers,Elimination
2Icebox,7,"""2-5""",100T,Defenders,Elimination
2Icebox,8,"""2-6""",LOUD,Attackers,Elimination
2Icebox,9,"""2-7""",LOUD,Attackers,Elimination
2Icebox,10,"""2-8""",LOUD,Attackers,Elimination
2Icebox,11,"""2-9""",LOUD,Attackers,Elimination
2Icebox,12,"""3-9""",100T,Defenders,Elimination
2Icebox,13,"""4-9""",LOUD,Attackers,Elimination
2Icebox,14,"""5-9""",LOUD,Attackers,Elimination
2Icebox,15,"""5-10""",100T,Defenders,Defuse
2Icebox,16,"""6-10""",LOUD,Attackers,Elimination
2Icebox,17,"""7-10""",LOUD,Attackers,Spike Detonation
2Icebox,18,"""8-10""",LOUD,Attackers,Spike Detonation
2Icebox,19,"""9-10""",LOUD,Attackers,Spike Detonation
2Icebox,20,"""10-10""",LOUD,Attackers,Elimination
2Icebox,21,"""10-11""",100T,Defenders,Time Expired
2Icebox,22,"""11-11""",LOUD,Attackers,Elimination
2Icebox,23,"""12-11""",LOUD,Attackers,Spike Detonation
2Icebox,24,"""13-11""",LOUD,Attackers,Elimination
