Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Fracture,1,"""1-0""",MKOI,Attackers,Elimination
1Fracture,2,"""1-1""",TL,Defenders,Defuse
1Fracture,3,"""1-2""",TL,Defenders,Elimination
1Fracture,4,"""2-2""",MKOI,Attackers,Elimination
1Fracture,5,"""3-2""",MKOI,Attackers,Elimination
1Fracture,6,"""4-2""",MKOI,Attackers,Elimination
1Fracture,7,"""4-3""",TL,Defenders,Defuse
1Fracture,8,"""4-4""",TL,Defenders,Defuse
1Fracture,9,"""4-5""",TL,Defenders,Defuse
1Fracture,10,"""4-6""",TL,Defenders,Elimination
1Fracture,11,"""4-7""",TL,Defenders,Elimination
1Fracture,12,"""5-7""",MKOI,Attackers,Elimination
1Fracture,13,"""5-8""",MKOI,Attackers,Elimination
1Fracture,14,"""5-9""",MKOI,Attackers,Elimination
1Fracture,15,"""6-9""",TL,Defenders,Elimination
1Fracture,16,"""7-9""",TL,Defenders,Elimination
1Fracture,17,"""8-9""",TL,Defenders,Elimination
1Fracture,18,"""8-10""",MKOI,Attackers,Elimination
1Fracture,19,"""9-10""",TL,Defenders,Time Expired
1Fracture,20,"""9-11""",MKOI,Attackers,Elimination
1Fracture,21,"""9-12""",MKOI,Attackers,Spike Detonation
1Fracture,22,"""10-12""",TL,Defenders,Elimination
1Fracture,23,"""10-13""",MKOI,Attackers,Elimination
1Fracture,24,"""""",,,
