,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crashies FNC,,1 Round 17 hiro Ruxic,,,,,1 Round 17 Ruxic hiro,,,,37,2,1
Boaster FNC,,3 Round 14 Shao koalanoob Round 23 Ruxic ANGE1 Round 27 ANGE1 koalanoob,,,,1 Round 14 koalanoob,,,,,33,6,1
Chronicle FNC,,1 Round 5 Shao hiro,2 Round 3 Shao ANGE1 koalanoob Round 12 Shao hiro Ruxic,,,,,,,,51,0,0
kaajak FNC,,6 Round 4 hiro koalanoob Round 9 koalanoob hiro Round 10 koalanoob hiro Round 19 ANGE1 hiro Round 20 koalanoob Ruxic Round 28 hiro Ruxic,4 Round 1 koalanoob ANGE1 Shao Round 5 Ruxic ANGE1 koalanoob Round 15 koalanoob Ruxic Shao Round 24 koalanoob ANGE1 Shao,,,,1 Round 28 Ruxic hiro,,,,60,2,2
Alfajer FNC,,8 Round 4 Ruxic ANGE1 Round 7 Shao ANGE1 Round 8 hiro Ruxic Round 11 ANGE1 koalanoob Round 14 Ruxic ANGE1 Round 16 hiro koalanoob Round 25 koalanoob ANGE1 Round 28 ANGE1 koalanoob,2 Round 17 Shao koalanoob ANGE1 Round 18 koalanoob hiro Shao,,,,,,,,75,2,2
ANGE1 NAVI,,1 Round 12 Alfajer kaajak,,1 Round 15 kaajak Boaster crashies Chronicle,,,,,1 Round 15 kaajak Boaster crashies Chronicle,,38,2,1
Shao NAVI,,4 Round 1 Alfajer Chronicle Round 2 kaajak Chronicle Round 4 Alfajer kaajak Round 10 Alfajer kaajak,,1 Round 11 Boaster crashies kaajak Alfajer,,1 Round 9 kaajak,,,,,46,7,1
koalanoob NAVI,,4 Round 7 Chronicle Alfajer Round 12 Chronicle crashies Round 26 Boaster crashies Round 27 Chronicle crashies,1 Round 14 Alfajer Chronicle crashies,,,1 Round 12 crashies,,,,,41,0,2
Ruxic NAVI,,1 Round 2 crashies Alfajer,4 Round 6 kaajak Alfajer crashies Round 10 Chronicle Boaster crashies Round 16 Boaster crashies Chronicle Round 22 Boaster Chronicle kaajak,,,,,,,,62,1,1
hiro NAVI,,4 Round 1 Boaster kaajak Round 9 Chronicle crashies Round 17 Boaster kaajak Round 28 Boaster Chronicle,,,,,1 Round 1 kaajak Boaster,,,,30,1,2
