,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
brawk NRG,,2 Round 7 Chronicle Alfajer Round 26 kaajak Alfajer,2 Round 1 Alfajer crashies Chronicle Round 10 Chronicle kaajak Boaster,,,,,,,,56,0,1
s0m NRG,,,,,,,,,,,27,7,0
mada NRG,,3 Round 5 Chronicle Boaster Round 6 Alfajer crashies Round 26 Boaster crashies,,,,,,,,,40,0,1
skuba NRG,,3 Round 1 Boaster kaajak Round 5 crashies Alfajer Round 18 crashies Chronicle,1 Round 9 Boaster kaajak crashies,2 Round 2 kaajak Chronicle crashies Boaster Round 11 crashies Chronicle kaajak Alfajer,,,,,,,61,0,2
Ethan NRG,,4 Round 6 kaajak Boaster Round 7 kaajak Boaster Round 12 Boaster crashies Round 18 kaajak Boaster,,,,,,,,,51,2,0
crashies FNC,,4 Round 1 s0m skuba Round 4 mada skuba Round 8 brawk s0m Round 21 s0m Ethan,,2 Round 23 mada s0m brawk skuba Round 24 Ethan mada skuba s0m,,,,,,,55,4,2
Boaster FNC,,2 Round 4 s0m Ethan Round 25 brawk Ethan Boaster,1 Round 19 Ethan skuba mada,,,,,,,,35,2,2
Chronicle FNC,,1 Round 28 mada skuba,1 Round 22 mada brawk s0m,1 Round 13 mada s0m skuba brawk,,,,,,,41,1,3
kaajak FNC,,2 Round 18 s0m mada Round 21 mada brawk,4 Round 15 mada Ethan skuba Round 20 Ethan mada skuba Round 27 skuba mada brawk Round 28 brawk Ethan s0m,,,,,,,,55,0,0
Alfajer FNC,,2 Round 14 Ethan s0m Round 16 brawk Ethan,,,,,,,,,30,0,0
