,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
brawk NRG,,2 Round 4 Chronicle Alfajer Round 7 Boaster Chronicle,,,,,,,,,68,4,0
s0m NRG,,4 Round 7 crashies kaajak Round 11 Alfajer Boaster Round 12 Chronicle kaajak Round 13 Boaster kaajak,,,,1 Round 12 Alfajer,,,,,41,0,0
mada NRG,,2 Round 10 Alfajer Boaster Round 17 kaajak Chronicle,1 Round 18 Alfajer kaajak Boaster,,,,,,,,41,1,2
skuba NRG,,3 Round 4 Boaster crashies Round 5 Boaster kaajak Round 17 Alfajer Boaster,,,,2 Round 6 kaajak Round 16 kaajak,,,,,63,1,1
Ethan NRG,,2 Round 9 Chronicle kaajak Round 15 crashies Chronicle,3 Round 3 kaajak Boaster Alfajer Round 6 Boaster Alfajer Chronicle Round 8 crashies Alfajer Boaster,1 Round 16 Boaster Alfajer Chronicle crashies,,1 Round 8 Boaster,,,,,93,4,0
crashies FNC,,1 Round 18 Ethan brawk,,,,,,,,,36,0,0
Boaster FNC,,1 Round 3 s0m skuba,,,,,,,,,26,4,0
Chronicle FNC,,1 Round 9 s0m mada,,,,,,,,,51,0,2
kaajak FNC,,2 Round 6 Ethan brawk Round 13 brawk Ethan,2 Round 2 Ethan brawk skuba Round 10 Ethan skuba brawk,,,,,,,,57,1,0
Alfajer FNC,,2 Round 8 mada brawk Round 16 brawk s0m,2 Round 1 Ethan mada s0m Round 12 brawk skuba s0m Alfajer,,,1 Round 13 s0m,,,,,65,0,0
