,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Munchkin GEN,,2 Round 3 kellyS ZesBeeW Round 16 Wild0reoo kellyS,,,,,,,,,37,1,0
t3xture GEN,,2 Round 4 kellyS ZesBeeW Round 14 kellyS n1zzy,,,,,,,,,65,0,0
Foxy9 GEN,,3 Round 8 invy ZesBeeW Round 9 kellyS Wild0reoo Round 10 invy Wild0reoo,,1 Round 12 invy Wild0reoo ZesBeeW kellyS,,,,,,,75,1,0
Ash GEN,,2 Round 7 kellyS ZesBeeW Round 11 kellyS invy,2 Round 13 invy kellyS ZesBeeW Round 14 Wild0reoo invy ZesBeeW,1 Round 2 invy Wild0reoo n1zzy kellyS,,,1 Round 2 kellyS n1zzy,,,,68,8,0
Karon GEN,,1 Round 5 invy Wild0reoo,2 Round 10 n1zzy ZesBeeW kellyS Round 11 ZesBeeW Wild0reoo n1zzy,1 Round 6 n1zzy Wild0reoo kellyS ZesBeeW,,1 Round 10 kellyS,,,,,86,1,0
ZesBeeW TS,,,,,,,,,,,22,0,0
kellyS TS,,1 Round 11 Munchkin t3xture,,,,,,,,,44,0,0
invy TS,,2 Round 7 Ash Munchkin Round 13 Munchkin t3xture,1 Round 9 t3xture Karon Foxy9,,,,,,,,61,1,0
Wild0reoo TS,,,1 Round 1 t3xture Karon Munchkin,,,,,,,,39,0,0
n1zzy TS,,1 Round 10 Ash t3xture,1 Round 12 Munchkin Karon Foxy9,,,1 Round 12 Foxy9,,,,,55,0,1
