,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
MAGNUM BBL,,4 Round 1 paTiTek nAts Round 4 keiko trexx Round 7 nAts trexx Round 21 nAts keiko,1 Round 9 paTiTek keiko kamo,,,,,,,,38,0,1
PROFEK BBL,,4 Round 9 nAts trexx Round 17 paTiTek trexx Round 19 nAts paTiTek Round 26 paTiTek kamo,1 Round 12 nAts trexx keiko,1 Round 8 paTiTek trexx keiko kamo,,,,,,,64,1,0
sociablEE BBL,,1 Round 3 trexx nAts,2 Round 14 nAts keiko kamo Round 16 kamo trexx paTiTek,,,,,,,,37,0,0
Jamppi BBL,,2 Round 13 kamo trexx Round 18 nAts paTiTek,,,,,,,,,47,7,1
LewN BBL,,4 Round 5 kamo nAts Round 17 kamo keiko Round 18 trexx keiko Round 21 paTiTek kamo,2 Round 2 nAts trexx keiko Round 23 trexx keiko kamo,,,,1 Round 18 keiko trexx,,,,53,0,1
paTiTek TL,,5 Round 6 PROFEK sociablEE Round 9 sociablEE LewN Round 11 Jamppi PROFEK Round 14 Jamppi sociablEE Round 23 PROFEK LewN,,,,1 Round 12 PROFEK,,,,,48,1,2
nAts TL,,3 Round 13 Jamppi LewN Round 15 MAGNUM Jamppi Round 26 Jamppi PROFEK,3 Round 5 PROFEK Jamppi sociablEE Round 20 sociablEE Jamppi MAGNUM Round 25 MAGNUM sociablEE Jamppi,1 Round 16 MAGNUM LewN Jamppi PROFEK,1 Round 24 LewN sociablEE MAGNUM PROFEK Jamppi,1 Round 4 MAGNUM,1 Round 16 Jamppi PROFEK,,,,87,2,0
trexx TL,,3 Round 1 sociablEE MAGNUM Round 18 MAGNUM PROFEK Round 22 sociablEE LewN,2 Round 12 LewN sociablEE MAGNUM Round 21 Jamppi MAGNUM sociablEE,,,,1 Round 21 MAGNUM sociablEE,,,,48,6,1
keiko TL,,2 Round 15 LewN PROFEK Round 22 PROFEK MAGNUM,,,,,,,,,48,1,0
kamo TL,,2 Round 11 sociablEE LewN Round 20 LewN PROFEK,,,,,,,,,34,0,0
