,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
MAGNUM BBL,,,1 Round 7 paTiTek kamo nAts,,,,,,1 Round 2 paTiTek kamo nAts trexx,,39,0,2
PROFEK BBL,,4 Round 6 nAts trexx Round 9 paTiTek kamo Round 18 trexx kamo Round 23 keiko nAts,1 Round 15 trexx paTiTek nAts,,,1 Round 6 trexx,,,,,44,1,1
sociablEE BBL,,4 Round 9 keiko nAts Round 13 trexx nAts Round 14 kamo nAts Round 17 kamo paTiTek,6 Round 1 paTiTek keiko trexx Round 4 kamo keiko trexx Round 5 keiko paTiTek kamo Round 6 paTiTek kamo keiko Round 10 keiko kamo nAts Round 19 kamo keiko trexx,1 Round 20 keiko paTiTek kamo trexx,,,1 Round 19 keiko trexx,,,,108,0,1
Jamppi BBL,,,2 Round 8 trexx nAts kamo Round 22 kamo keiko nAts,,,,,,,,46,8,0
LewN BBL,,1 Round 17 nAts keiko,1 Round 3 keiko kamo nAts,,,,,,,,38,0,1
paTiTek TL,,3 Round 8 Jamppi sociablEE Round 10 PROFEK sociablEE Round 16 sociablEE LewN,,,,,,,,,41,2,0
nAts TL,,3 Round 1 LewN sociablEE Round 5 PROFEK sociablEE Round 18 sociablEE PROFEK,,,,1 Round 18 PROFEK,,,,,52,0,1
trexx TL,,1 Round 3 LewN Jamppi,1 Round 9 Jamppi PROFEK sociablEE,,,,,,,,43,4,0
keiko TL,,6 Round 2 LewN sociablEE Round 4 PROFEK MAGNUM Round 13 MAGNUM PROFEK Round 15 Jamppi sociablEE Round 19 MAGNUM Jamppi Round 21 MAGNUM Jamppi,2 Round 6 Jamppi LewN sociablEE Round 8 LewN MAGNUM PROFEK,,,,,,,,58,1,2
kamo TL,,3 Round 1 PROFEK Jamppi Round 5 Jamppi MAGNUM Round 14 PROFEK LewN,1 Round 12 LewN MAGNUM PROFEK,,,1 Round 15 PROFEK,,,,,55,2,2
