,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
stax T1,,2 Round 11 JessieVash Wild0reoo Round 19 Wild0reoo Jremy,,1 Round 10 Jremy JessieVash Wild0reoo invy,,,,,,,46,3,1
BuZz T1,,3 Round 4 2GE Wild0reoo Round 17 2GE invy Round 18 Jremy invy,5 Round 3 invy Jremy Wild0reoo Round 5 Jremy JessieVash invy Round 12 invy Jremy Wild0reoo Round 14 Jremy Wild0reoo JessieVash Round 16 Wild0reoo 2GE Jremy,1 Round 13 Jremy 2GE invy JessieVash,,,,1 Round 13 JessieVash 2GE invy,,,99,1,0
Sylvan T1,,2 Round 14 2GE invy Round 15 JessieVash 2GE Sylvan,,1 Round 8 JessieVash Wild0reoo invy 2GE,,,,,,,58,2,0
Meteor T1,,3 Round 3 JessieVash 2GE Round 15 Jremy Wild0reoo Round 18 2GE Wild0reoo,2 Round 6 Jremy invy 2GE Round 17 JessieVash Wild0reoo Jremy,,,,,,,,50,0,0
iZu T1,,3 Round 1 Jremy invy Round 9 Wild0reoo invy Round 21 Wild0reoo Jremy,,,,1 Round 21 Jremy,,,,,46,2,0
JessieVash TS,,4 Round 1 Sylvan Meteor Round 4 stax BuZz Round 9 stax BuZz Round 10 Meteor Sylvan,1 Round 7 Meteor Sylvan BuZz,,,,1 Round 4 BuZz stax,,,,52,1,0
Jremy TS,,1 Round 2 BuZz Sylvan,,,,,,,,,40,0,0
invy TS,,3 Round 9 Meteor Sylvan Round 13 stax Sylvan Round 18 iZu stax,,,,,,,,,36,4,0
2GE TS,,2 Round 7 iZu stax Round 15 Meteor BuZz,,1 Round 11 BuZz iZu Sylvan stax,,1 Round 11 stax,,,,,50,0,0
Wild0reoo TS,,3 Round 1 stax BuZz Round 20 Meteor iZu Round 21 BuZz stax,,1 Round 5 Sylvan iZu Meteor stax,,1 Round 5 stax,,,,,53,1,0
