,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
FiNESSE NRG,,2 Round 21 Xeppaa v1c FiNESSE Round 23 neT Xeppaa,1 Round 24 mitch v1c neT,,,,,,,,41,0,0
s0m NRG,,2 Round 10 v1c neT Round 25 v1c Xeppaa,4 Round 14 OXY Xeppaa neT Round 16 mitch v1c neT Round 21 neT OXY mitch Round 22 neT mitch Xeppaa,1 Round 20 OXY neT Xeppaa v1c,,1 Round 8 Xeppaa,,,,,90,3,0
mada NRG,,4 Round 2 neT mitch Round 4 neT v1c Round 12 Xeppaa Xeppaa Round 13 OXY neT,3 Round 15 neT v1c mitch Round 17 mitch Xeppaa OXY Round 18 OXY v1c Xeppaa,,,,,,,,60,1,0
Ethan NRG,,2 Round 24 Xeppaa Xeppaa Round 26 v1c neT,,,,1 Round 4 Xeppaa,,,,,39,8,1
Verno NRG,,3 Round 8 mitch v1c Round 19 Xeppaa Xeppaa Round 23 OXY v1c,,,,,,,,,41,0,0
mitch C9,,3 Round 2 s0m FiNESSE Round 11 mada Ethan Round 26 mada s0m,,,,,,,,,38,4,0
neT C9,,2 Round 24 Ethan mada Round 25 Verno Ethan,1 Round 18 Ethan s0m mada,,,,,,,,42,1,1
Xeppaa C9,,5 Round 4 s0m mada Round 12 s0m Verno Round 18 Verno FiNESSE Round 20 FiNESSE mada Round 26 Ethan FiNESSE,1 Round 6 s0m FiNESSE Ethan,2 Round 8 Verno FiNESSE Ethan mada Round 10 FiNESSE Ethan s0m Verno,,,,,,,67,1,1
v1c C9,,2 Round 1 s0m Ethan Round 7 Ethan Verno,,,,,,,,,44,6,0
OXY C9,,,2 Round 1 FiNESSE mada Verno Round 11 FiNESSE Verno s0m,,,,,,,,47,0,0
