,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
baddyG MKOI,,1 Round 2 penny MOLSI,2 Round 5 batujnax MOLSI penny Round 10 batujnax MOLSI penny,,,1 Round 10 penny,,,,,51,3,0
MONSTEERR MKOI,,3 Round 1 AvovA penny Round 16 MOLSI OLIZERA Round 17 MOLSI OLIZERA,,,,1 Round 16 OLIZERA,,,,,38,2,1
flyuh MKOI,,2 Round 11 OLIZERA MOLSI Round 13 batujnax OLIZERA,1 Round 14 penny MOLSI AvovA,,,,,,,,49,2,0
Filu MKOI,,2 Round 8 penny batujnax Round 9 AvovA batujnax,2 Round 7 penny OLIZERA MOLSI Round 15 batujnax MOLSI penny,,,,,,,,64,0,0
nataNk MKOI,,7 Round 2 batujnax AvovA Round 3 batujnax OLIZERA Round 6 MOLSI penny Round 8 AvovA OLIZERA Round 9 penny MOLSI Round 12 penny AvovA Round 13 MOLSI AvovA,1 Round 1 batujnax OLIZERA MOLSI,,,1 Round 8 OLIZERA,,,,,61,1,1
MOLSI APK,,2 Round 8 flyuh baddyG Round 16 nataNk baddyG,1 Round 2 flyuh Filu MONSTEERR,1 Round 4 flyuh nataNk baddyG MONSTEERR,,,,,,,68,2,0
AvovA APK,,,,,,1 Round 5 baddyG,,,,,27,0,1
penny APK,,,,,,,,,,,37,0,0
OLIZERA APK,,2 Round 8 Filu MONSTEERR Round 10 nataNk MONSTEERR,1 Round 3 Filu MONSTEERR baddyG,,,,,,,,52,0,0
batujnax APK,,1 Round 11 MONSTEERR flyuh,2 Round 5 nataNk flyuh MONSTEERR Round 6 MONSTEERR Filu baddyG,,,,,,,,46,0,0
