Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
Z1yan,JDG,All_Maps,All,"Vyse, Cypher, Omen",,261,50,36,19,+14,,,,,,
kklin,JDG,All_Maps,All,"Viper, Neon, Cypher",,248,48,35,14,+13,,,,,,
stew,JDG,All_Maps,All,"Raze, Waylay, Neon",,212,40,39,12,+1,,,,,,
jkuro,JDG,All_Maps,All,"Omen, Breach",,168,32,39,25,-7,,,,,,
Babyblue,JDG,All_Maps,All,"Fade, Sova",,168,35,36,14,-1,,,,,,
Lysoar,WOL,All_Maps,All,"Vyse, Cypher",,225,42,44,12,-2,,,,,,
Yuicaw,WOL,All_Maps,All,"Omen, Kayo",,217,38,42,28,-4,,,,,,
Spring,WOL,All_Maps,All,"Viper, Astra, Neon",,212,41,39,19,+2,,,,,,
Juicy,WOL,All_Maps,All,"Raze, Jett, Yoru",,206,37,41,8,-4,,,,,,
SiuFatBB,WOL,All_Maps,All,"Fade, Sova",,152,27,40,15,-13,,,,,,
Z1yan,JDG,All_Maps,Attack,"Vyse, Cypher, Omen",,,,,,,,,
kklin,JDG,All_Maps,Attack,"Viper, Neon, Cypher",,,,,,,,,
stew,JDG,All_Maps,Attack,"Raze, Waylay, Neon",,,,,,,,,
jkuro,JDG,All_Maps,Attack,"Omen, Breach",,,,,,,,,
Babyblue,JDG,All_Maps,Attack,"Fade, Sova",,,,,,,,,
Lysoar,WOL,All_Maps,Attack,"Vyse, Cypher",,,,,,,,,
Yuicaw,WOL,All_Maps,Attack,"Omen, Kayo",,,,,,,,,
Spring,WOL,All_Maps,Attack,"Viper, Astra, Neon",,,,,,,,,
Juicy,WOL,All_Maps,Attack,"Raze, Jett, Yoru",,,,,,,,,
SiuFatBB,WOL,All_Maps,Attack,"Fade, Sova",,,,,,,,,
Z1yan,JDG,All_Maps,Defend,"Vyse, Cypher, Omen",,,,,,,,,
kklin,JDG,All_Maps,Defend,"Viper, Neon, Cypher",,,,,,,,,
stew,JDG,All_Maps,Defend,"Raze, Waylay, Neon",,,,,,,,,
jkuro,JDG,All_Maps,Defend,"Omen, Breach",,,,,,,,,
Babyblue,JDG,All_Maps,Defend,"Fade, Sova",,,,,,,,,
Lysoar,WOL,All_Maps,Defend,"Vyse, Cypher",,,,,,,,,
Yuicaw,WOL,All_Maps,Defend,"Omen, Kayo",,,,,,,,,
Spring,WOL,All_Maps,Defend,"Viper, Astra, Neon",,,,,,,,,
Juicy,WOL,All_Maps,Defend,"Raze, Jett, Yoru",,,,,,,,,
SiuFatBB,WOL,All_Maps,Defend,"Fade, Sova",,,,,,,,,
