,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Munchkin GEN,,3 Round 10 Jemkin crazyguy Round 11 xffero Monyet Round 18 Monyet Kushy,1 Round 21 crazyguy xffero Monyet,,,,,,,,46,1,0
t3xture GEN,,3 Round 10 Monyet Kushy Round 14 Kushy Monyet Round 20 Jemkin crazyguy,1 Round 3 Jemkin xffero crazyguy,2 Round 6 Kushy Jemkin Monyet xffero Round 12 Jemkin Kushy crazyguy xffero t3xture,,,,,,,69,0,0
Foxy9 GEN,,3 Round 7 Monyet xffero Round 13 xffero Monyet Round 19 Jemkin Kushy Foxy9,1 Round 16 crazyguy xffero Monyet,1 Round 9 crazyguy Monyet Jemkin Kushy,,1 Round 14 Jemkin,1 Round 16 Monyet xffero,,,,56,0,0
Ash GEN,,2 Round 7 Jemkin crazyguy Round 8 Jemkin Kushy,1 Round 5 Jemkin crazyguy xffero,,,,,,,,89,7,1
Karon GEN,,1 Round 2 Jemkin Monyet,,,,,,,,,49,0,2
crazyguy RRQ,,3 Round 7 Munchkin Foxy9 Round 18 Karon Ash Round 19 t3xture Munchkin,1 Round 2 Foxy9 t3xture Karon,,,,,,,,49,4,1
Kushy RRQ,,3 Round 11 Ash Munchkin Round 12 Foxy9 Karon Round 15 Karon Foxy9,,,,1 Round 11 Munchkin,,,,,38,3,0
xffero RRQ,,4 Round 1 t3xture Munchkin Round 11 t3xture Karon Round 17 Karon t3xture Round 21 Karon Ash,,,,1 Round 12 t3xture,,,,,51,0,1
Monyet RRQ,,1 Round 5 Foxy9 Munchkin,,,,,,,,,33,1,0
Jemkin RRQ,,4 Round 1 Ash Karon Round 8 Foxy9 Karon Round 12 Munchkin Ash Round 15 Munchkin t3xture,,1 Round 14 Munchkin t3xture Ash Karon,,,,,,,63,0,0
