,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
supamen EG,,6,2,1,,,,2,,,61,2,1
yay EG,,3,3,,,,1,,,,41,1,0
Derrek EG,,2,1,2,,,,,,,42,8,0
NaturE EG,,3,1,,,1,1,,,,38,3,0
icy EG,,3,,1,,1,,,,,46,1,0
nzr MIBR,,2,,1,,1,,,,,69,8,3
cortezia MIBR,,7,1,,,1,,,,,70,1,3
artzin MIBR,,5,5,,,,,,,,58,1,1
aspas MIBR,,6,3,,,,,,,,73,0,0
xenom MIBR,,2,3,,,,,,,,49,0,0
