Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Pearl,1,"""1-0""",JDG,Attackers,Elimination
2Pearl,2,"""1-1""",AG,Defenders,Elimination
2Pearl,3,"""1-2""",AG,Defenders,Elimination
2Pearl,4,"""1-3""",AG,Defenders,Defuse
2Pearl,5,"""1-4""",AG,Defenders,Elimination
2Pearl,6,"""1-5""",AG,Defenders,Defuse
2Pearl,7,"""2-5""",JDG,Attackers,Spike Detonation
2Pearl,8,"""2-6""",AG,Defenders,Defuse
2Pearl,9,"""3-6""",JDG,Attackers,Spike Detonation
2Pearl,10,"""4-6""",JDG,Attackers,Elimination
2Pearl,11,"""4-7""",AG,Defenders,Time Expired
2Pearl,12,"""4-8""",AG,Defenders,Elimination
2Pearl,13,"""4-9""",JDG,Attackers,Elimination
2Pearl,14,"""4-10""",JDG,Attackers,Elimination
2Pearl,15,"""4-11""",JDG,Attackers,Elimination
2Pearl,16,"""4-12""",JDG,Attackers,Elimination
2Pearl,17,"""4-13""",JDG,Attackers,Elimination
2Pearl,18,"""""",,,
2Pearl,19,"""""",,,
2Pearl,20,"""""",,,
2Pearl,21,"""""",,,
2Pearl,22,"""""",,,
2Pearl,23,"""""",,,
2Pearl,24,"""""",,,
