,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Cloud GX,,7 Round 1 alexiiik Shao Round 8 alexiiik hiro Round 10 ANGE1 Shao Round 11 Shao alexiiik Round 15 Ruxic hiro Round 16 alexiiik hiro Round 18 hiro Shao,,,,,,,,,67,3,0
grubinho GX,,1 Round 12 hiro Shao,1 Round 19 Ruxic Shao ANGE1,,,,,,,,29,1,0
Flickless GX,,3 Round 2 hiro ANGE1 Round 7 hiro Ruxic Round 9 ANGE1 hiro,,,,,,,,,62,2,0
ara GX,,5 Round 9 Ruxic Shao Round 11 hiro Ruxic Round 14 Shao ANGE1 Round 17 hiro Shao Round 18 ANGE1 Ruxic,2 Round 1 ANGE1 hiro Ruxic Round 2 alexiiik Shao Ruxic,,,,,,,,88,0,2
westside GX,,3 Round 14 alexiiik Ruxic Round 15 ANGE1 alexiiik Round 17 alexiiik Ruxic,,1 Round 13 Ruxic Shao ANGE1 hiro,,,,,,,55,0,0
ANGE1 NAVI,,,,,,,,,,,23,1,0
Shao NAVI,,2 Round 13 ara Flickless Round 18 Flickless ara,,1 Round 16 ara Flickless westside Cloud,,1 Round 16 Cloud,,,,,67,3,0
Ruxic NAVI,,2 Round 5 Cloud grubinho Round 6 Flickless grubinho,1 Round 10 ara Flickless westside,,,,1 Round 10 westside Flickless,,,,48,3,0
alexiiik NAVI,,2 Round 4 grubinho Cloud Round 5 ara westside,,,,,,,,,25,0,0
hiro NAVI,,3 Round 2 grubinho Cloud Round 3 Cloud grubinho Round 15 grubinho westside,1 Round 7 Cloud westside grubinho,,,,,,,,54,0,0
