,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Cloud GX,,1 Round 7 Shao ANGE1,,,,,,,,,29,5,0
grubinho GX,,1 Round 5 ANGE1 Shao,,,,,,,,,35,0,0
Flickless GX,,3 Round 10 alexiiik Shao Round 18 hiro ANGE1 Round 19 ANGE1 Shao,1 Round 12 Ruxic hiro Shao,,,,,,,,65,1,1
ara GX,,2 Round 9 ANGE1 Shao Round 18 alexiiik Ruxic,1 Round 8 alexiiik Ruxic hiro,,,,,,,,72,0,0
westside GX,,1 Round 9 Ruxic alexiiik,3 Round 12 Ruxic ANGE1 alexiiik Round 13 alexiiik ANGE1 Shao Round 17 ANGE1 alexiiik Shao,,,1 Round 13 hiro,1 Round 12 ANGE1 alexiiik,,,,59,0,1
ANGE1 NAVI,,2 Round 3 ara westside Round 16 grubinho westside,,,,,,,,,52,0,0
Shao NAVI,,1 Round 13 ara grubinho,,,,,,,,,29,8,0
Ruxic NAVI,,7 Round 1 grubinho ara Round 4 grubinho Flickless Round 6 Flickless Cloud Round 8 westside Cloud Round 10 Cloud westside Round 17 Flickless westside Round 19 westside Flickless,,,,,,,,,78,1,1
alexiiik NAVI,,4 Round 1 Flickless westside Round 3 Flickless Cloud Round 12 ara Flickless Round 16 Flickless ara,,,,,,,,,52,1,1
hiro NAVI,,3 Round 2 Flickless westside Round 11 grubinho Flickless Round 18 westside grubinho,2 Round 13 Flickless Cloud westside hiro Round 15 Cloud ara Flickless,,,,,,,,83,1,1
