,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Cloud GX,,2 Round 1 ANGE1 Ruxic Round 12 alexiiik hiro,,,,,,,,,56,1,1
grubinho GX,,3 Round 1 hiro alexiiik Round 10 Ruxic Shao Round 14 alexiiik ANGE1,1 Round 2 Shao hiro Ruxic,,,,,,,,71,0,0
Flickless GX,,1 Round 17 hiro Shao,,,,,,,,,39,3,0
ara GX,,4 Round 4 Ruxic ANGE1 Round 11 ANGE1 alexiiik Round 13 alexiiik Ruxic Round 17 Ruxic alexiiik,2 Round 5 Ruxic alexiiik ANGE1 Round 6 ANGE1 alexiiik hiro,,,2 Round 4 ANGE1 Round 6 hiro,,,,,75,1,0
westside GX,,2 Round 4 alexiiik hiro Round 16 Shao ANGE1,3 Round 9 Ruxic Shao alexiiik Round 10 alexiiik hiro ANGE1 Round 13 ANGE1 Shao hiro,,,,,,,,69,0,0
ANGE1 NAVI,,2 Round 4 Flickless westside Round 5 grubinho westside,,,,,,,,,30,0,0
Shao NAVI,,1 Round 13 Flickless ara,,,,,,,,,31,3,0
Ruxic NAVI,,3 Round 6 Flickless westside Round 9 grubinho ara Round 11 ara grubinho,,,,,,,,,49,0,0
alexiiik NAVI,,2 Round 3 Flickless Cloud Round 7 Flickless grubinho,,1 Round 15 grubinho westside Flickless Cloud,,,,,,,46,0,1
hiro NAVI,,3 Round 3 westside grubinho Round 6 grubinho Cloud Round 17 Cloud ara,,1 Round 8 Flickless grubinho Cloud ara,,,,,,,57,1,0
