,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,,,,,,,,,,31,1,0
johnqt SEN,,2 Round 12 Mazino adverso Round 18 adverso Shyy,,,,,,,,,47,4,0
bang SEN,,5 Round 3 Mazino Shyy Round 11 adverso Shyy Round 15 keznit adverso Round 19 adverso Shyy Round 20 keznit Shyy,,,,,,,,,52,2,0
zekken SEN,,3 Round 11 keznit Melser Round 13 adverso Melser Round 18 keznit Melser,1 Round 5 Mazino Melser adverso,,1 Round 10 adverso Shyy Mazino Melser keznit,,,,,,85,0,0
N4RRATE SEN,,4 Round 3 adverso keznit Round 6 adverso keznit Round 7 Melser adverso Round 19 Melser keznit,,,,,,,,,85,3,0
Melser KRÜ,,,1 Round 18 N4RRATE bang Zellsis,,,,,,,,36,1,1
keznit KRÜ,,3 Round 9 zekken Zellsis Round 17 zekken bang Round 19 zekken Zellsis,2 Round 2 zekken bang N4RRATE Round 20 zekken Zellsis N4RRATE,1 Round 13 Zellsis bang johnqt N4RRATE,,,1 Round 13 johnqt N4RRATE,,,,59,1,0
adverso KRÜ,,1 Round 1 bang johnqt,,,,,,,,,29,0,0
Mazino KRÜ,,3 Round 1 N4RRATE zekken Round 15 bang zekken Round 17 N4RRATE Zellsis,1 Round 19 N4RRATE bang johnqt,2 Round 7 johnqt N4RRATE Zellsis bang Round 21 bang zekken N4RRATE johnqt,,1 Round 20 bang,,2 Round 7 bang N4RRATE Zellsis Round 19 bang johnqt N4RRATE,,,71,5,1
Shyy KRÜ,,1 Round 14 N4RRATE zekken,1 Round 15 N4RRATE johnqt Zellsis,,,,1 Round 15 johnqt Zellsis,,,,47,1,1
