Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Lotus,1,"""0-1""",TEC,Defenders,Defuse
1Lotus,2,"""0-2""",TEC,Defenders,Defuse
1Lotus,3,"""0-3""",TEC,Defenders,Defuse
1Lotus,4,"""0-4""",TEC,Defenders,Elimination
1Lotus,5,"""1-4""",DRG,Attackers,Elimination
1Lotus,6,"""2-4""",DRG,Attackers,Elimination
1Lotus,7,"""3-4""",DRG,Attackers,Spike Detonation
1Lotus,8,"""4-4""",DRG,Attackers,Elimination
1Lotus,9,"""5-4""",DRG,Attackers,Elimination
1Lotus,10,"""6-4""",DRG,Attackers,Elimination
1Lotus,11,"""7-4""",DRG,Attackers,Elimination
1Lotus,12,"""8-4""",DRG,Attackers,Elimination
1Lotus,13,"""9-4""",TEC,Defenders,Defuse
1Lotus,14,"""10-4""",TEC,Defenders,Defuse
1Lotus,15,"""10-5""",DRG,Attackers,Elimination
1Lotus,16,"""10-6""",DRG,Attackers,Elimination
1Lotus,17,"""10-7""",DRG,Attackers,Elimination
1Lotus,18,"""10-8""",DRG,Attackers,Elimination
1Lotus,19,"""10-9""",DRG,Attackers,Spike Detonation
1Lotus,20,"""11-9""",TEC,Defenders,Elimination
1Lotus,21,"""11-10""",DRG,Attackers,Elimination
1Lotus,22,"""11-11""",DRG,Attackers,Elimination
1Lotus,23,"""12-11""",TEC,Defenders,Defuse
1Lotus,24,"""12-12""",DRG,Attackers,Elimination
1Lotus,25,"""12-13""",TEC,Defenders,Elimination
1Lotus,26,"""12-14""",DRG,Attackers,Elimination
