,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
TenZ SEN,,3 Round 6 OXY moose Round 10 moose OXY Round 19 vanity moose,,,,,,,,,45,2,0
Sacy SEN,,3 Round 10 Xeppaa runi Round 17 OXY Xeppaa Round 18 vanity moose,,,,,,,,,43,3,0
Zellsis SEN,,3 Round 4 runi Xeppaa Round 6 vanity Xeppaa Round 15 OXY moose,2 Round 5 Xeppaa runi moose Round 20 moose Xeppaa vanity,,,,,,,,72,0,0
johnqt SEN,,3 Round 4 vanity OXY Round 16 vanity moose Round 18 Xeppaa runi,,,,1 Round 9 Xeppaa,,,,,42,2,2
zekken SEN,,4 Round 3 vanity OXY Round 5 vanity OXY Round 7 runi vanity Round 16 OXY Xeppaa,2 Round 2 moose Xeppaa zekken Round 21 vanity Xeppaa runi,,,,,,,,73,2,0
moose C9,,1 Round 4 Zellsis johnqt,1 Round 11 zekken Zellsis Sacy,,,,1 Round 4 Zellsis johnqt,,,,36,0,2
vanity C9,,3 Round 7 Sacy johnqt Round 12 Zellsis zekken Round 18 zekken Zellsis,1 Round 13 Zellsis Sacy johnqt,,,,,,,,56,3,0
Xeppaa C9,,5 Round 2 Zellsis Sacy Round 7 TenZ Zellsis Round 9 Sacy Zellsis Round 14 TenZ zekken Round 16 TenZ Sacy,1 Round 1 zekken Zellsis TenZ,,,,,,,,59,1,1
runi C9,,1 Round 17 TenZ Sacy,,,,,,,,,42,0,0
OXY C9,,,,,,,,,,,30,0,0
