,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
cortezia MIBR,,4 Round 3 mada skuba Round 10 mada brawk Round 20 brawk mada Round 29 brawk mada,,,,,,,,,36,0,1
artzin MIBR,,5 Round 5 Ethan skuba Round 9 Ethan s0m Round 11 s0m mada Round 23 mada brawk Round 26 brawk Ethan,,,,,,,,,31,3,0
aspas MIBR,,5 Round 2 mada skuba Round 5 brawk s0m Round 13 s0m brawk Round 21 s0m Ethan Round 26 skuba s0m,1 Round 1 mada Ethan skuba,,1 Round 28 mada s0m skuba brawk Ethan,,,,,,37,1,1
xenom MIBR,,4 Round 4 Ethan brawk Round 14 skuba mada Round 20 s0m Ethan Round 25 s0m brawk,,,,,,,,,30,0,0
Verno MIBR,,3 Round 6 brawk Ethan Round 11 brawk skuba Round 23 Ethan s0m,2 Round 22 Ethan skuba s0m Round 24 s0m brawk skuba,,,1 Round 22 brawk,,,,,47,6,1
brawk NRG,,4 Round 14 xenom Verno brawk Round 16 Verno aspas Round 17 Verno xenom Round 18 Verno artzin,1 Round 22 cortezia artzin aspas,,,1 Round 14 Verno,,,,,52,1,1
s0m NRG,,3 Round 3 artzin aspas Round 27 artzin cortezia Round 29 xenom cortezia,1 Round 14 aspas artzin cortezia,,,,1 Round 29 cortezia xenom,,,,48,1,1
mada NRG,,1 Round 6 xenom Verno,3 Round 8 Verno xenom cortezia Round 12 aspas cortezia xenom Round 30 artzin Verno xenom,,,,,,,,35,1,0
skuba NRG,,1 Round 25 Verno artzin,2 Round 21 artzin aspas xenom Round 29 aspas artzin Verno,,,,1 Round 21 aspas xenom,,,,55,0,1
Ethan NRG,,3 Round 6 artzin aspas Round 11 artzin Verno Round 27 Verno aspas,,,,,,,,,46,8,1
