Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Fracture,1,"""0-1""",EDG,Defenders,Defuse
2Fracture,2,"""0-2""",EDG,Defenders,Elimination
2Fracture,3,"""0-3""",EDG,Defenders,Defuse
2Fracture,4,"""0-4""",EDG,Defenders,Elimination
2Fracture,5,"""1-4""",FPX,Attackers,Elimination
2Fracture,6,"""2-4""",FPX,Attackers,Spike Detonation
2Fracture,7,"""3-4""",FPX,Attackers,Elimination
2Fracture,8,"""4-4""",FPX,Attackers,Elimination
2Fracture,9,"""5-4""",FPX,Attackers,Elimination
2Fracture,10,"""5-5""",EDG,Defenders,Defuse
2Fracture,11,"""5-6""",EDG,Defenders,Elimination
2Fracture,12,"""6-6""",FPX,Attackers,Elimination
2Fracture,13,"""7-6""",EDG,Defenders,Elimination
2Fracture,14,"""8-6""",EDG,Defenders,Elimination
2Fracture,15,"""9-6""",EDG,Defenders,Elimination
2Fracture,16,"""10-6""",EDG,Defenders,Defuse
2Fracture,17,"""11-6""",EDG,Defenders,Elimination
2Fracture,18,"""12-6""",EDG,Defenders,Elimination
2Fracture,19,"""12-7""",FPX,Attackers,Spike Detonation
2Fracture,20,"""13-7""",EDG,Defenders,Elimination
2Fracture,21,"""""",,,
2Fracture,22,"""""",,,
2Fracture,23,"""""",,,
2Fracture,24,"""""",,,
