,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
saadhak KC,,2 Round 4 westside runneR Round 6 westside tomaszy,1 Round 17 purp0 runneR Cloud,1 Round 20 tomaszy westside runneR purp0,,,,,,,54,3,2
SUYGETSU KC,,1 Round 14 westside runneR,1 Round 16 runneR tomaszy purp0,,,,,,,,40,0,0
Avez KC,,1 Round 14 purp0 tomaszy,,,,,,,,,40,3,0
marteen KC,,6 Round 1 Cloud purp0 Round 2 Cloud runneR Round 8 tomaszy purp0 Round 10 westside Cloud Round 11 westside Cloud Round 13 tomaszy Cloud,1 Round 15 Cloud westside runneR,,,,,,,,55,2,0
Elite KC,,3 Round 1 westside runneR Round 13 purp0 runneR Round 16 westside Cloud,,,,1 Round 2 purp0,,,,,41,0,1
purp0 GX,,2 Round 5 SUYGETSU Elite Round 8 saadhak Elite,4 Round 2 Avez SUYGETSU saadhak Round 4 SUYGETSU Elite saadhak Round 7 marteen SUYGETSU saadhak Round 22 Avez Elite saadhak,,,,,,,,67,1,1
Cloud GX,,2 Round 4 marteen Avez Round 23 marteen Elite,1 Round 18 saadhak SUYGETSU Elite,,,,,,,,50,0,0
tomaszy GX,,4 Round 3 saadhak marteen Round 5 Avez marteen Round 6 marteen SUYGETSU Round 23 Avez SUYGETSU,1 Round 19 Elite marteen saadhak,,,,,,,,57,1,0
runneR GX,,4 Round 8 Avez SUYGETSU Round 9 saadhak Avez Round 12 Avez marteen Round 18 marteen Avez,,1 Round 21 Avez saadhak marteen SUYGETSU,,,,,,,46,8,1
westside GX,,2 Round 3 Avez SUYGETSU Round 9 SUYGETSU marteen,,,,,,,,,28,1,0
