Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Sunset,1,"""0-1""",FNC,Attackers,Elimination
1Sunset,2,"""0-2""",FNC,Attackers,Elimination
1Sunset,3,"""0-3""",FNC,Attackers,Spike Detonation
1Sunset,4,"""1-3""",SEN,Defenders,Elimination
1Sunset,5,"""2-3""",SEN,Defenders,Defuse
1Sunset,6,"""3-3""",SEN,Defenders,Defuse
1Sunset,7,"""3-4""",FNC,Attackers,Elimination
1Sunset,8,"""4-4""",SEN,Defenders,Defuse
1Sunset,9,"""4-5""",FNC,Attackers,Elimination
1Sunset,10,"""4-6""",FNC,Attackers,Spike Detonation
1Sunset,11,"""4-7""",FNC,Attackers,Spike Detonation
1Sunset,12,"""4-8""",FNC,Attackers,Elimination
1Sunset,13,"""5-8""",FNC,Attackers,Elimination
1Sunset,14,"""6-8""",FNC,Attackers,Spike Detonation
1Sunset,15,"""7-8""",FNC,Attackers,Spike Detonation
1Sunset,16,"""7-9""",SEN,Defenders,Defuse
1Sunset,17,"""8-9""",FNC,Attackers,Elimination
1Sunset,18,"""8-10""",SEN,Defenders,Defuse
1Sunset,19,"""8-11""",SEN,Defenders,Defuse
1Sunset,20,"""9-11""",FNC,Attackers,Spike Detonation
1Sunset,21,"""10-11""",FNC,Attackers,Elimination
1Sunset,22,"""11-11""",FNC,Attackers,Spike Detonation
1Sunset,23,"""12-11""",FNC,Attackers,Elimination
1Sunset,24,"""13-11""",FNC,Attackers,Elimination
